chr	beg	end	mid	qchr	qbeg	qend	id	gid	type
2	3000000	5000000	hs09	2	4067005	4067006	23834	Zm00001d008397	trans
2	3000000	5000000	hs09	2	4856680	4856681	5038	Zm00001d002033	cis
2	3000000	5000000	hs09	2	4178024	4178025	29284	Zm00001d000247	trans
2	3000000	5000000	hs09	2	4067005	4067006	25674	Zm00001d011676	trans
2	3000000	5000000	hs09	2	4067005	4067006	23856	Zm00001d008422	trans
2	3000000	5000000	hs09	2	4160732	4160733	18161	Zm00001d018042	trans
2	3000000	5000000	hs09	2	4067005	4067006	25538	Zm00001d011467	trans
2	3000000	5000000	hs09	2	4160732	4160733	24830	Zm00001d010204	trans
2	21000000	22000000	hs10	2	21751965	21751966	7312	Zm00001d006235	trans
2	21000000	22000000	hs10	2	21751965	21751966	281	Zm00001d027618	trans
2	21000000	22000000	hs10	2	21751965	21751966	19203	Zm00001d036306	trans
2	21000000	22000000	hs10	2	21751965	21751966	521	Zm00001d027973	trans
2	21000000	22000000	hs10	2	21751965	21751966	5533	Zm00001d002757	cis
2	21000000	22000000	hs10	2	21817196	21817197	21323	Zm00001d018749	trans
2	21000000	22000000	hs10	2	21245745	21245746	28587	Zm00001d048382	trans
2	21000000	22000000	hs10	2	21751965	21751966	5530	Zm00001d002754	cis
2	21000000	22000000	hs10	2	21751965	21751966	639	Zm00001d028169	trans
2	21000000	22000000	hs10	2	21751965	21751966	16719	Zm00001d015431	trans
2	21000000	22000000	hs10	2	21751965	21751966	4550	Zm00001d034627	trans
2	21000000	22000000	hs10	2	21751965	21751966	6568	Zm00001d004790	trans
2	21000000	22000000	hs10	2	21245745	21245746	15719	Zm00001d013820	trans
2	21000000	22000000	hs10	2	21245745	21245746	25252	Zm00001d010994	trans
2	21000000	22000000	hs10	2	21751965	21751966	866	Zm00001d028474	trans
2	21000000	22000000	hs10	2	21751965	21751966	4025	Zm00001d033902	trans
2	21000000	22000000	hs10	2	21751965	21751966	8160	Zm00001d007522	trans
2	21000000	22000000	hs10	2	21751965	21751966	22102	Zm00001d020431	trans
2	21000000	22000000	hs10	2	21386327	21386328	6509	Zm00001d004651	trans
2	21000000	22000000	hs10	2	21817196	21817197	16356	Zm00001d014848	trans
2	21000000	22000000	hs10	2	21817196	21817197	19303	Zm00001d036520	trans
2	21000000	22000000	hs10	2	21751965	21751966	461	Zm00001d027883	trans
2	21000000	22000000	hs10	2	21751965	21751966	8540	Zm00001d039406	trans
2	21000000	22000000	hs10	2	21386327	21386328	5688	Zm00001d002993	cis
2	21000000	22000000	hs10	2	21817196	21817197	7703	Zm00001d006762	trans
2	21000000	22000000	hs10	2	21817196	21817197	182	Zm00001d027480	trans
2	21000000	22000000	hs10	2	21386327	21386328	20792	Zm00001d038698	trans
2	21000000	22000000	hs10	2	21245745	21245746	29712	Zm00001d025062	trans
2	21000000	22000000	hs10	2	21751965	21751966	5527	Zm00001d002751	cis
2	21000000	22000000	hs10	2	21751965	21751966	22687	Zm00001d021347	trans
2	21000000	22000000	hs10	2	21245745	21245746	7198	Zm00001d006061	trans
2	21000000	22000000	hs10	2	21751965	21751966	19862	Zm00001d037465	trans
2	21000000	22000000	hs10	2	21751965	21751966	4174	Zm00001d034080	trans
2	21000000	22000000	hs10	2	21751965	21751966	14173	Zm00001d053082	trans
2	21000000	22000000	hs10	2	21817196	21817197	15819	Zm00001d013963	trans
2	21000000	22000000	hs10	2	21751965	21751966	21135	Zm00001d039091	trans
2	21000000	22000000	hs10	2	21817196	21817197	5534	Zm00001d002758	cis
2	21000000	22000000	hs10	2	21751965	21751966	22818	Zm00001d021508	trans
2	21000000	22000000	hs10	2	21386327	21386328	10115	Zm00001d042487	trans
2	21000000	22000000	hs10	2	21817196	21817197	12276	Zm00001d049638	trans
2	21000000	22000000	hs10	2	21386327	21386328	19221	Zm00001d036340	trans
2	21000000	22000000	hs10	2	21386327	21386328	5549	Zm00001d002787	cis
2	21000000	22000000	hs10	2	21751965	21751966	25835	Zm00001d011923	trans
2	21000000	22000000	hs10	2	21751965	21751966	1315	Zm00001d029095	trans
2	21000000	22000000	hs10	2	21751965	21751966	28574	Zm00001d048361	trans
2	21000000	22000000	hs10	2	21386327	21386328	16752	Zm00001d015485	trans
2	21000000	22000000	hs10	2	21817196	21817197	20562	Zm00001d038420	trans
2	21000000	22000000	hs10	2	21751965	21751966	11780	Zm00001d048691	trans
2	21000000	22000000	hs10	2	21751965	21751966	28445	Zm00001d048195	trans
2	21000000	22000000	hs10	2	21751965	21751966	5421	Zm00001d002597	cis
2	21000000	22000000	hs10	2	21245745	21245746	9725	Zm00001d041850	trans
2	21000000	22000000	hs10	2	21817196	21817197	26976	Zm00001d045558	trans
2	63000000	64000000	hs11	2	63058835	63058836	6226	Zm00001d003855	cis
2	63000000	64000000	hs11	2	63058835	63058836	6403	Zm00001d004383	trans
2	63000000	64000000	hs11	2	63058835	63058836	25802	Zm00001d011873	trans
2	63000000	64000000	hs11	2	63058835	63058836	5186	Zm00001d002244	trans
2	63000000	64000000	hs11	2	63787448	63787449	6231	Zm00001d003878	cis
2	63000000	64000000	hs11	2	63058835	63058836	3368	Zm00001d032811	trans
2	63000000	64000000	hs11	2	63058835	63058836	17025	Zm00001d016160	trans
2	63000000	64000000	hs11	2	63058835	63058836	26624	Zm00001d045048	trans
2	63000000	64000000	hs11	2	63787448	63787449	27868	Zm00001d047426	trans
2	63000000	64000000	hs11	2	63058835	63058836	22217	Zm00001d020605	trans
2	63000000	64000000	hs11	2	63787448	63787449	6256	Zm00001d003913	cis
2	63000000	64000000	hs11	2	63058835	63058836	1695	Zm00001d029768	trans
2	63000000	64000000	hs11	2	63058835	63058836	18640	Zm00001d035019	trans
2	63000000	64000000	hs11	2	63787448	63787449	18169	Zm00001d018056	trans
2	63000000	64000000	hs11	2	63058835	63058836	26911	Zm00001d045487	trans
2	63000000	64000000	hs11	2	63058835	63058836	26257	Zm00001d012535	trans
2	63000000	64000000	hs11	2	63058835	63058836	30255	Zm00001d026028	trans
2	63000000	64000000	hs11	2	63058835	63058836	22055	Zm00001d020353	trans
2	63000000	64000000	hs11	2	63787448	63787449	24155	Zm00001d008951	trans
2	63000000	64000000	hs11	2	63787448	63787449	6230	Zm00001d003872	cis
2	63000000	64000000	hs11	2	63058835	63058836	13733	Zm00001d052371	trans
2	63000000	64000000	hs11	2	63787448	63787449	6229	Zm00001d003861	cis
2	63000000	64000000	hs11	2	63058835	63058836	19903	Zm00001d037513	trans
2	63000000	64000000	hs11	2	63058835	63058836	11414	Zm00001d044332	trans
2	63000000	64000000	hs11	2	63787448	63787449	28415	Zm00001d048150	trans
2	65000000	66000000	hs12	2	65510311	65510312	9332	Zm00001d040888	trans
2	65000000	66000000	hs12	2	65277304	65277305	29234	Zm00001d024082	trans
2	65000000	66000000	hs12	2	65742032	65742033	14679	Zm00001d000302	trans
2	65000000	66000000	hs12	2	65510311	65510312	10639	Zm00001d043234	trans
2	65000000	66000000	hs12	2	65277304	65277305	28771	Zm00001d023225	trans
2	65000000	66000000	hs12	2	65277304	65277305	1828	Zm00001d030014	trans
2	65000000	66000000	hs12	2	65510311	65510312	24089	Zm00001d008827	trans
2	65000000	66000000	hs12	2	65510311	65510312	29739	Zm00001d025126	trans
2	65000000	66000000	hs12	2	65277304	65277305	1488	Zm00001d029402	trans
2	65000000	66000000	hs12	2	65277304	65277305	2049	Zm00001d030557	trans
2	65000000	66000000	hs12	2	65277304	65277305	23731	Zm00001d008257	trans
2	65000000	66000000	hs12	2	65749377	65749378	6100	Zm00001d003646	trans
2	65000000	66000000	hs12	2	65749377	65749378	22500	Zm00001d021064	trans
2	65000000	66000000	hs12	2	65277304	65277305	14472	Zm00001d053641	trans
2	65000000	66000000	hs12	2	65749377	65749378	11378	Zm00001d044301	trans
2	65000000	66000000	hs12	2	65510311	65510312	6243	Zm00001d003895	cis
2	65000000	66000000	hs12	2	65277304	65277305	16918	Zm00001d015921	trans
2	65000000	66000000	hs12	2	65277304	65277305	28390	Zm00001d048117	trans
2	65000000	66000000	hs12	2	65277304	65277305	13439	Zm00001d051966	trans
2	65000000	66000000	hs12	2	65277304	65277305	29641	Zm00001d024933	trans
2	65000000	66000000	hs12	2	65277304	65277305	6236	Zm00001d003888	cis
2	65000000	66000000	hs12	2	65277304	65277305	9783	Zm00001d041958	trans
2	65000000	66000000	hs12	2	65749377	65749378	29638	Zm00001d024928	trans
2	65000000	66000000	hs12	2	65749377	65749378	6203	Zm00001d003829	cis
2	71000000	72000000	hs13	2	71038843	71038844	6270	Zm00001d003937	cis
2	71000000	72000000	hs13	2	71095776	71095777	6401	Zm00001d004375	trans
2	71000000	72000000	hs13	2	71095776	71095777	6365	Zm00001d004198	trans
2	71000000	72000000	hs13	2	71095776	71095777	6400	Zm00001d004372	trans
2	71000000	72000000	hs13	2	71039453	71039454	6311	Zm00001d004042	cis
2	71000000	72000000	hs13	2	71095776	71095777	6282	Zm00001d003962	cis
2	71000000	72000000	hs13	2	71095776	71095777	6372	Zm00001d004220	trans
2	71000000	72000000	hs13	2	71095776	71095777	6306	Zm00001d004033	cis
2	71000000	72000000	hs13	2	71095776	71095777	6291	Zm00001d003996	cis
2	71000000	72000000	hs13	2	71095776	71095777	6624	Zm00001d004917	trans
2	71000000	72000000	hs13	2	71095776	71095777	6324	Zm00001d004075	cis
2	71000000	72000000	hs13	2	71038843	71038844	6274	Zm00001d003945	cis
2	71000000	72000000	hs13	2	71039453	71039454	23715	Zm00001d008239	trans
2	71000000	72000000	hs13	2	71095776	71095777	3110	Zm00001d032419	trans
2	71000000	72000000	hs13	2	71095776	71095777	6286	Zm00001d003981	cis
2	71000000	72000000	hs13	2	71039453	71039454	17644	Zm00001d017263	trans
2	71000000	72000000	hs13	2	71095776	71095777	27794	Zm00001d047293	trans
2	71000000	72000000	hs13	2	71039453	71039454	22769	Zm00001d021450	trans
2	71000000	72000000	hs13	2	71039453	71039454	14979	Zm00001d012918	trans
2	71000000	72000000	hs13	2	71095776	71095777	6368	Zm00001d004208	trans
2	71000000	72000000	hs13	2	71095776	71095777	6280	Zm00001d003949	cis
2	71000000	72000000	hs13	2	71095776	71095777	6410	Zm00001d004400	trans
2	71000000	72000000	hs13	2	71095776	71095777	6275	Zm00001d003947	cis
2	71000000	72000000	hs13	2	71095776	71095777	962	Zm00001d028603	trans
2	71000000	72000000	hs13	2	71039453	71039454	900	Zm00001d028532	trans
2	209000000	210000000	hs14	2	209177061	209177062	15888	Zm00001d014082	trans
2	209000000	210000000	hs14	2	209133651	209133652	6316	Zm00001d004052	trans
2	209000000	210000000	hs14	2	209177061	209177062	12064	Zm00001d049251	trans
2	209000000	210000000	hs14	2	209830981	209830982	12013	Zm00001d049166	trans
2	209000000	210000000	hs14	2	209177061	209177062	13251	Zm00001d051658	trans
2	209000000	210000000	hs14	2	209177061	209177062	23511	Zm00001d022479	trans
2	209000000	210000000	hs14	2	209177061	209177062	4055	Zm00001d033945	trans
2	209000000	210000000	hs14	2	209177061	209177062	24406	Zm00001d009481	trans
2	209000000	210000000	hs14	2	209725704	209725705	29328	Zm00001d024305	trans
2	209000000	210000000	hs14	2	209177061	209177062	15428	Zm00001d013452	trans
2	209000000	210000000	hs14	2	209177061	209177062	7504	Zm00001d006479	cis
2	209000000	210000000	hs14	2	209830981	209830982	16731	Zm00001d015448	trans
2	209000000	210000000	hs14	2	209830981	209830982	18130	Zm00001d017998	trans
2	209000000	210000000	hs14	2	209830981	209830982	11829	Zm00001d048795	trans
2	209000000	210000000	hs14	2	209133651	209133652	18701	Zm00001d035095	trans
2	209000000	210000000	hs14	2	209133651	209133652	7479	Zm00001d006455	cis
2	209000000	210000000	hs14	2	209725704	209725705	7305	Zm00001d006221	cis
2	209000000	210000000	hs14	2	209830981	209830982	7548	Zm00001d006534	cis
2	209000000	210000000	hs14	2	209830981	209830982	3624	Zm00001d033316	trans
2	209000000	210000000	hs14	2	209177061	209177062	7529	Zm00001d006504	cis
2	209000000	210000000	hs14	2	209830981	209830982	17745	Zm00001d017473	trans
2	209000000	210000000	hs14	2	209830981	209830982	19627	Zm00001d037114	trans
2	209000000	210000000	hs14	2	209830981	209830982	23018	Zm00001d021777	trans
2	209000000	210000000	hs14	2	209133651	209133652	25499	Zm00001d011412	trans
2	209000000	210000000	hs14	2	209133651	209133652	7441	Zm00001d006415	cis
2	209000000	210000000	hs14	2	209725704	209725705	11574	Zm00001d044537	trans
2	209000000	210000000	hs14	2	209133651	209133652	8523	Zm00001d039380	trans
2	209000000	210000000	hs14	2	209725704	209725705	13208	Zm00001d051590	trans
2	209000000	210000000	hs14	2	209830981	209830982	11172	Zm00001d044033	trans
2	209000000	210000000	hs14	2	209830981	209830982	3819	Zm00001d033585	trans
2	209000000	210000000	hs14	2	209177061	209177062	7483	Zm00001d006457	cis
2	209000000	210000000	hs14	2	209830981	209830982	2044	Zm00001d030551	trans
2	209000000	210000000	hs14	2	209177061	209177062	7495	Zm00001d006470	cis
2	209000000	210000000	hs14	2	209725704	209725705	25580	Zm00001d011536	trans
2	209000000	210000000	hs14	2	209725704	209725705	7532	Zm00001d006508	cis
2	209000000	210000000	hs14	2	209133651	209133652	23535	Zm00001d022462	trans
2	209000000	210000000	hs14	2	209830981	209830982	7519	Zm00001d006497	cis
2	209000000	210000000	hs14	2	209133651	209133652	30053	Zm00001d025759	trans
2	209000000	210000000	hs14	2	209725704	209725705	7515	Zm00001d006494	cis
2	209000000	210000000	hs14	2	209133651	209133652	1245	Zm00001d029014	trans
2	209000000	210000000	hs14	2	209133651	209133652	3709	Zm00001d033402	trans
2	209000000	210000000	hs14	2	209133651	209133652	3773	Zm00001d033514	trans
2	209000000	210000000	hs14	2	209830981	209830982	1364	Zm00001d029185	trans
2	209000000	210000000	hs14	2	209830981	209830982	19263	Zm00001d036439	trans
2	209000000	210000000	hs14	2	209830981	209830982	13969	Zm00001d052776	trans
2	209000000	210000000	hs14	2	209830981	209830982	3029	Zm00001d032300	trans
2	209000000	210000000	hs14	2	209133651	209133652	15939	Zm00001d014179	trans
2	209000000	210000000	hs14	2	209133651	209133652	29549	Zm00001d024764	trans
2	209000000	210000000	hs14	2	209830981	209830982	15985	Zm00001d014282	trans
2	209000000	210000000	hs14	2	209830981	209830982	16458	Zm00001d014969	trans
2	209000000	210000000	hs14	2	209133651	209133652	3093	Zm00001d032396	trans
2	209000000	210000000	hs14	2	209830981	209830982	7650	Zm00001d006697	cis
2	209000000	210000000	hs14	2	209830981	209830982	5315	Zm00001d002421	trans
2	209000000	210000000	hs14	2	209830981	209830982	7551	Zm00001d006539	cis
2	209000000	210000000	hs14	2	209830981	209830982	1464	Zm00001d029365	trans
2	209000000	210000000	hs14	2	209082115	209082116	10562	Zm00001d043158	trans
2	209000000	210000000	hs14	2	209830981	209830982	23055	Zm00001d021817	trans
2	209000000	210000000	hs14	2	209830981	209830982	6750	Zm00001d005168	trans
2	209000000	210000000	hs14	2	209830981	209830982	7518	Zm00001d006496	cis
2	209000000	210000000	hs14	2	209830981	209830982	10641	Zm00001d043235	trans
2	209000000	210000000	hs14	2	209830981	209830982	9253	Zm00001d040697	trans
2	209000000	210000000	hs14	2	209133651	209133652	17489	Zm00001d017047	trans
2	209000000	210000000	hs14	2	209830981	209830982	6488	Zm00001d004568	trans
2	209000000	210000000	hs14	2	209830981	209830982	15879	Zm00001d014073	trans
2	209000000	210000000	hs14	2	209830981	209830982	10324	Zm00001d042800	trans
2	209000000	210000000	hs14	2	209177061	209177062	7472	Zm00001d006451	cis
2	209000000	210000000	hs14	2	209830981	209830982	28811	Zm00001d023293	trans
2	209000000	210000000	hs14	2	209133651	209133652	26588	Zm00001d045000	trans
2	209000000	210000000	hs14	2	209830981	209830982	20251	Zm00001d000400	trans
2	209000000	210000000	hs14	2	209830981	209830982	30769	Zm00001d026704	trans
2	209000000	210000000	hs14	2	209133651	209133652	12530	Zm00001d050112	trans
2	209000000	210000000	hs14	2	209725704	209725705	13463	Zm00001d052007	trans
2	209000000	210000000	hs14	2	209133651	209133652	25698	Zm00001d011712	trans
2	209000000	210000000	hs14	2	209830981	209830982	7517	Zm00001d006495	cis
2	209000000	210000000	hs14	2	209830981	209830982	4914	Zm00001d001881	trans
2	211000000	213000000	hs15	2	211366089	211366090	7579	Zm00001d006580	cis
2	211000000	213000000	hs15	2	211209912	211209913	985	Zm00001d028653	trans
2	211000000	213000000	hs15	2	211366089	211366090	7594	Zm00001d006613	cis
2	211000000	213000000	hs15	2	211209912	211209913	21249	Zm00001d018625	trans
2	211000000	213000000	hs15	2	211261607	211261608	25116	Zm00001d010754	trans
2	211000000	213000000	hs15	2	211366089	211366090	5760	Zm00001d003104	trans
2	211000000	213000000	hs15	2	211209912	211209913	30199	Zm00001d025973	trans
2	211000000	213000000	hs15	2	211366089	211366090	7574	Zm00001d006573	cis
2	211000000	213000000	hs15	2	211209912	211209913	30498	Zm00001d026367	trans
2	211000000	213000000	hs15	2	211366089	211366090	7616	Zm00001d006630	cis
2	211000000	213000000	hs15	2	211366089	211366090	7596	Zm00001d006618	cis
2	211000000	213000000	hs15	2	211209912	211209913	3533	Zm00001d033147	trans
2	211000000	213000000	hs15	2	211366089	211366090	12287	Zm00001d049651	trans
2	211000000	213000000	hs15	2	211261607	211261608	59	Zm00001d027329	trans
2	211000000	213000000	hs15	2	211209912	211209913	22315	Zm00001d020732	trans
2	211000000	213000000	hs15	2	211209912	211209913	18450	Zm00001d018410	trans
2	211000000	213000000	hs15	2	211366089	211366090	25206	Zm00001d010918	trans
2	211000000	213000000	hs15	2	211261607	211261608	11830	Zm00001d048796	trans
2	211000000	213000000	hs15	2	211366089	211366090	5739	Zm00001d003068	trans
2	211000000	213000000	hs15	2	211209912	211209913	287	Zm00001d027627	trans
2	211000000	213000000	hs15	2	211366089	211366090	21154	Zm00001d039131	trans
2	211000000	213000000	hs15	2	211366089	211366090	16873	Zm00001d015804	trans
2	211000000	213000000	hs15	2	211366089	211366090	26862	Zm00001d045404	trans
2	211000000	213000000	hs15	2	211366089	211366090	130	Zm00001d027415	trans
2	211000000	213000000	hs15	2	211366089	211366090	22186	Zm00001d020543	trans
2	211000000	213000000	hs15	2	211261607	211261608	10318	Zm00001d042793	trans
2	211000000	213000000	hs15	2	211366089	211366090	24688	Zm00001d009978	trans
2	211000000	213000000	hs15	2	211261607	211261608	28304	Zm00001d048019	trans
2	211000000	213000000	hs15	2	211366089	211366090	7578	Zm00001d006578	cis
2	211000000	213000000	hs15	2	211261607	211261608	7108	Zm00001d005909	trans
2	211000000	213000000	hs15	2	211209912	211209913	21629	Zm00001d019240	trans
2	211000000	213000000	hs15	2	211209912	211209913	22318	Zm00001d020737	trans
2	211000000	213000000	hs15	2	211366089	211366090	27272	Zm00001d046420	trans
2	211000000	213000000	hs15	2	211366089	211366090	29818	Zm00001d025305	trans
2	211000000	213000000	hs15	2	211366089	211366090	18688	Zm00001d035084	trans
2	211000000	213000000	hs15	2	211366089	211366090	16747	Zm00001d015475	trans
2	211000000	213000000	hs15	2	211209912	211209913	2283	Zm00001d031005	trans
2	211000000	213000000	hs15	2	211366089	211366090	21557	Zm00001d019122	trans
2	211000000	213000000	hs15	2	211366089	211366090	24402	Zm00001d009480	trans
2	211000000	213000000	hs15	2	211366089	211366090	7627	Zm00001d006657	cis
2	211000000	213000000	hs15	2	211261607	211261608	24279	Zm00001d009211	trans
2	211000000	213000000	hs15	2	211261607	211261608	7576	Zm00001d006574	cis
2	211000000	213000000	hs15	2	211366089	211366090	12227	Zm00001d049560	trans
2	211000000	213000000	hs15	2	211261607	211261608	23754	Zm00001d008284	trans
2	211000000	213000000	hs15	2	211366089	211366090	25392	Zm00001d011217	trans
2	211000000	213000000	hs15	2	211209912	211209913	7572	Zm00001d006566	cis
2	211000000	213000000	hs15	2	211209912	211209913	7568	Zm00001d006562	cis
2	211000000	213000000	hs15	2	211209912	211209913	7417	Zm00001d006369	cis
2	211000000	213000000	hs15	2	211366089	211366090	11047	Zm00001d043827	trans
2	211000000	213000000	hs15	2	211209912	211209913	8580	Zm00001d039455	trans
2	211000000	213000000	hs15	2	211209912	211209913	9049	Zm00001d040281	trans
2	211000000	213000000	hs15	2	211209912	211209913	20780	Zm00001d038686	trans
2	211000000	213000000	hs15	2	211209912	211209913	20888	Zm00001d038823	trans
2	211000000	213000000	hs15	2	211261607	211261608	17121	Zm00001d016397	trans
2	211000000	213000000	hs15	2	211366089	211366090	16482	Zm00001d015006	trans
2	211000000	213000000	hs15	2	211366089	211366090	29398	Zm00001d024463	trans
2	211000000	213000000	hs15	2	211209912	211209913	21160	Zm00001d039140	trans
2	211000000	213000000	hs15	2	211261607	211261608	7416	Zm00001d006368	cis
2	211000000	213000000	hs15	2	211366089	211366090	10567	Zm00001d043165	trans
2	211000000	213000000	hs15	2	211209912	211209913	11202	Zm00001d044087	trans
2	211000000	213000000	hs15	2	211366089	211366090	17995	Zm00001d017829	trans
2	211000000	213000000	hs15	2	211366089	211366090	19062	Zm00001d035973	trans
2	211000000	213000000	hs15	2	211366089	211366090	7622	Zm00001d006651	cis
2	211000000	213000000	hs15	2	211366089	211366090	8439	Zm00001d039276	trans
2	211000000	213000000	hs15	2	211261607	211261608	3935	Zm00001d033775	trans
2	211000000	213000000	hs15	2	211209912	211209913	4199	Zm00001d034139	trans
2	211000000	213000000	hs15	2	211209912	211209913	15993	Zm00001d014297	trans
2	211000000	213000000	hs15	2	211366089	211366090	14479	Zm00001d053644	trans
2	211000000	213000000	hs15	2	211261607	211261608	18904	Zm00001d035610	trans
2	211000000	213000000	hs15	2	211209912	211209913	17181	Zm00001d016521	trans
2	211000000	213000000	hs15	2	211366089	211366090	30231	Zm00001d026005	trans
2	211000000	213000000	hs15	2	211209912	211209913	21223	Zm00001d039214	trans
2	211000000	213000000	hs15	2	211209912	211209913	7569	Zm00001d006565	cis
2	211000000	213000000	hs15	2	211209912	211209913	16055	Zm00001d014413	trans
2	211000000	213000000	hs15	2	211209912	211209913	9746	Zm00001d041882	trans
2	211000000	213000000	hs15	2	211209912	211209913	19526	Zm00001d036903	trans
2	211000000	213000000	hs15	2	211209912	211209913	3424	Zm00001d032933	trans
2	211000000	213000000	hs15	2	211209912	211209913	24411	Zm00001d009497	trans
2	211000000	213000000	hs15	2	211366089	211366090	23459	Zm00001d022371	trans
2	211000000	213000000	hs15	2	211209912	211209913	11175	Zm00001d044037	trans
2	211000000	213000000	hs15	2	211366089	211366090	22347	Zm00001d020790	trans
2	211000000	213000000	hs15	2	211261607	211261608	7065	Zm00001d005831	trans
2	211000000	213000000	hs15	2	211209912	211209913	20681	Zm00001d038587	trans
2	211000000	213000000	hs15	2	211209912	211209913	7573	Zm00001d006568	cis
2	211000000	213000000	hs15	2	211366089	211366090	11799	Zm00001d048710	trans
2	211000000	213000000	hs15	2	212094699	212094700	21812	Zm00001d019641	trans
2	211000000	213000000	hs15	2	212094699	212094700	18188	Zm00001d018090	trans
2	211000000	213000000	hs15	2	212795377	212795378	7735	Zm00001d006813	cis
2	211000000	213000000	hs15	2	212094699	212094700	17569	Zm00001d017145	trans
2	211000000	213000000	hs15	2	212094699	212094700	25703	Zm00001d011717	trans
2	211000000	213000000	hs15	2	212094699	212094700	2420	Zm00001d031265	trans
2	211000000	213000000	hs15	2	212795377	212795378	19754	Zm00001d037288	trans
2	211000000	213000000	hs15	2	212094699	212094700	20364	Zm00001d038185	trans
2	211000000	213000000	hs15	2	212795377	212795378	3488	Zm00001d033044	trans
2	211000000	213000000	hs15	2	212094699	212094700	25096	Zm00001d010717	trans
2	211000000	213000000	hs15	2	212795377	212795378	7614	Zm00001d006629	cis
2	211000000	213000000	hs15	2	212998492	212998493	27775	Zm00001d047260	trans
2	211000000	213000000	hs15	2	212795377	212795378	7610	Zm00001d006628	cis
2	211000000	213000000	hs15	2	212094699	212094700	3104	Zm00001d032408	trans
2	211000000	213000000	hs15	2	212094699	212094700	19536	Zm00001d036927	trans
2	211000000	213000000	hs15	2	212998492	212998493	7598	Zm00001d006619	cis
2	211000000	213000000	hs15	2	212094699	212094700	11801	Zm00001d048711	trans
2	211000000	213000000	hs15	2	212094699	212094700	12060	Zm00001d049234	trans
2	211000000	213000000	hs15	2	212094699	212094700	1243	Zm00001d029011	trans
2	211000000	213000000	hs15	2	212094699	212094700	5213	Zm00001d002278	trans
2	211000000	213000000	hs15	2	212094699	212094700	20954	Zm00001d038882	trans
2	211000000	213000000	hs15	2	212094699	212094700	7583	Zm00001d006582	cis
2	211000000	213000000	hs15	2	212795377	212795378	7606	Zm00001d006625	cis
2	211000000	213000000	hs15	2	212998492	212998493	7617	Zm00001d006638	cis
2	211000000	213000000	hs15	2	212094699	212094700	1146	Zm00001d028885	trans
2	211000000	213000000	hs15	2	212094699	212094700	5212	Zm00001d002277	trans
2	211000000	213000000	hs15	2	212094699	212094700	27876	Zm00001d047435	trans
2	211000000	213000000	hs15	2	212094699	212094700	14317	Zm00001d053352	trans
2	211000000	213000000	hs15	2	212795377	212795378	7603	Zm00001d006621	cis
2	211000000	213000000	hs15	2	212795377	212795378	6518	Zm00001d004689	trans
2	211000000	213000000	hs15	2	212094699	212094700	29809	Zm00001d025286	trans
2	211000000	213000000	hs15	2	212795377	212795378	7590	Zm00001d006608	cis
2	211000000	213000000	hs15	2	212998492	212998493	20677	Zm00001d038584	trans
2	211000000	213000000	hs15	2	212094699	212094700	10709	Zm00001d043320	trans
2	211000000	213000000	hs15	2	212094699	212094700	11147	Zm00001d043991	trans
2	211000000	213000000	hs15	2	212998492	212998493	13388	Zm00001d051898	trans
2	211000000	213000000	hs15	2	212795377	212795378	7593	Zm00001d006611	cis
2	211000000	213000000	hs15	2	212998492	212998493	5425	Zm00001d002600	trans
2	211000000	213000000	hs15	2	212998492	212998493	24715	Zm00001d010012	trans
2	211000000	213000000	hs15	2	212998492	212998493	10092	Zm00001d042453	trans
2	211000000	213000000	hs15	2	212795377	212795378	7604	Zm00001d006624	cis
2	211000000	213000000	hs15	2	212094699	212094700	10111	Zm00001d042480	trans
2	211000000	213000000	hs15	2	212795377	212795378	21166	Zm00001d039145	trans
2	211000000	213000000	hs15	2	212094699	212094700	28150	Zm00001d047824	trans
2	211000000	213000000	hs15	2	212998492	212998493	3714	Zm00001d033407	trans
2	211000000	213000000	hs15	2	212795377	212795378	7592	Zm00001d006610	cis
2	211000000	213000000	hs15	2	212795377	212795378	7595	Zm00001d006614	cis
3	3000000	5000000	hs16	3	3813506	3813507	1126	Zm00001d028825	trans
3	3000000	5000000	hs16	3	3946696	3946697	18747	Zm00001d035195	trans
3	3000000	5000000	hs16	3	3946696	3946697	3083	Zm00001d032377	trans
3	3000000	5000000	hs16	3	3946696	3946697	6917	Zm00001d005535	trans
3	3000000	5000000	hs16	3	3535219	3535220	18946	Zm00001d035698	trans
3	3000000	5000000	hs16	3	3946696	3946697	5764	Zm00001d003108	trans
3	3000000	5000000	hs16	3	3098168	3098169	2566	Zm00001d031533	trans
3	3000000	5000000	hs16	3	3946696	3946697	27675	Zm00001d000028	trans
3	3000000	5000000	hs16	3	3813506	3813507	892	Zm00001d028514	trans
3	3000000	5000000	hs16	3	3616245	3616246	27366	Zm00001d046574	trans
3	3000000	5000000	hs16	3	3946696	3946697	11630	Zm00001d044620	trans
3	3000000	5000000	hs16	3	3946696	3946697	20224	Zm00001d038002	trans
3	3000000	5000000	hs16	3	3098168	3098169	25511	Zm00001d011428	trans
3	3000000	5000000	hs16	3	3333092	3333093	9812	Zm00001d041998	trans
3	3000000	5000000	hs16	3	3927183	3927184	23712	Zm00001d008237	trans
3	3000000	5000000	hs16	3	3946696	3946697	6498	Zm00001d004591	trans
3	3000000	5000000	hs16	3	3927183	3927184	19985	Zm00001d037631	trans
