id	gid	gchr.g	gpos.g	gchr.p	gpos.p	qchr.g	marker	qpos.g	qleft.g	qright.g	qchr.p	qpos.p	LOD	ADD	Rsqure	type
4302	GRMZM2G065374	1	1171.2 	1	283602400 	5	320	436.4 	428.3 	439.0 	5	43154649	5.02 	-0.32 	0.13 	trans
4303	GRMZM2G152921	1	1171.6 	1	283863309 	1	1123	1171.2 	1169.7 	1173.4 	1	283048976	15.34 	-5.64 	0.39 	cis
4304	GRMZM2G152921	1	1171.6 	1	283863309 	3	785	964.6 	957.5 	969.2 	3	215834153	4.47 	-2.86 	0.09 	trans
4305	GRMZM5G811069	1	1171.8 	1	283971299 	1	1124	1172.6 	1171.2 	1174.3 	1	284480576	39.11 	1.69 	0.79 	cis
4306	GRMZM2G038494	1	1171.8 	1	284006233 	1	1123	1171.2 	1171.0 	1173.4 	1	283048976	10.92 	0.61 	0.27 	cis
4307	GRMZM2G038964	1	1171.9 	1	284011399 	1	1128	1174.8 	1171.2 	1176.8 	1	285069552	9.60 	-3.32 	0.18 	cis
4308	GRMZM2G069772	1	1171.9 	1	284060743 	1	1124	1172.6 	1171.2 	1174.3 	1	284480576	57.78 	-5.78 	0.69 	cis
4309	GRMZM2G069772	1	1171.9 	1	284060743 	9	276	321.8 	319.3 	327.2 	9	96712005	7.17 	-1.01 	0.02 	trans
4310	GRMZM2G568478	1	1172.6 	1	284480504 	1	1124	1172.6 	1171.2 	1174.3 	1	284480576	65.83 	-7.95 	0.85 	cis
4311	GRMZM2G361220	1	1174.8 	1	285062205 	1	1128	1174.8 	1172.6 	1176.8 	1	285069552	61.23 	12.49 	0.83 	cis
4312	GRMZM2G361220	1	1174.8 	1	285062205 	3	67	113.6 	107.9 	115.6 	3	4342478	4.52 	1.43 	0.01 	trans
4313	GRMZM2G058261	1	1174.8 	1	285070448 	1	1128	1174.8 	1172.6 	1176.8 	1	285069552	13.13 	-0.75 	0.26 	cis
4314	GRMZM2G058261	1	1174.8 	1	285070448 	7	242	330.3 	328.0 	333.9 	7	119692314	6.65 	-0.46 	0.11 	trans
4315	GRMZM2G519210	1	1174.8 	1	285075894 	1	1117	1169.7 	1169.5 	1176.8 	1	282531431	4.31 	0.23 	0.12 	cis
4316	GRMZM2G058414	1	1174.8 	1	285094646 	1	1126	1174.3 	1172.6 	1177.8 	1	285085612	38.82 	1.29 	0.71 	cis
4317	GRMZM2G058496	1	1179.8 	1	285110879 	1	1130	1179.1 	1175.8 	1180.3 	1	285118851	33.61 	1.16 	0.70 	cis
4318	GRMZM2G058496	1	1179.8 	1	285110879 	5	317	426.3 	420.6 	435.7 	5	42374866	4.44 	-0.27 	0.04 	trans
4319	GRMZM2G058734	1	1180.2 	1	285134048 	1	1132	1180.3 	1179.1 	1185.3 	1	285177206	17.32 	0.27 	0.42 	cis
4320	GRMZM2G058760	1	1180.3 	1	285138883 	1	1132	1181.3 	1179.8 	1182.1 	1	285177206	32.77 	7.31 	0.73 	cis
4321	GRMZM2G058872	1	1180.4 	1	285145683 	8	144	208.2 	205.9 	214.9 	8	10863178	4.93 	0.53 	0.15 	trans
4322	GRMZM5G846235	1	1181.4 	1	285208065 	1	1132	1180.3 	1179.8 	1183.1 	1	285177206	31.62 	2.30 	0.43 	cis
4323	GRMZM2G040145	1	1181.5 	1	285214169 	1	1132	1181.3 	1179.8 	1183.1 	1	285177206	20.03 	0.80 	0.47 	cis
4324	GRMZM2G040145	1	1181.5 	1	285214169 	8	158	228.3 	221.7 	231.7 	8	12195902	6.42 	0.35 	0.10 	trans
4325	GRMZM2G039906	1	1181.7 	1	285224338 	1	1132	1180.3 	1179.8 	1184.1 	1	285177206	31.77 	2.52 	0.64 	cis
4326	GRMZM2G039906	1	1181.7 	1	285224338 	2	98	145.2 	140.5 	152.6 	2	6095978	6.37 	-0.79 	0.07 	trans
4327	GRMZM2G115516	1	1183.1 	1	285312263 	1	1129	1177.8 	1175.8 	1179.8 	1	285101893	12.19 	0.60 	0.39 	cis
4328	GRMZM2G308687	1	1183.4 	1	285340056 	1	1136	1184.9 	1184.1 	1185.3 	1	285325858	43.27 	4.03 	0.73 	cis
4329	GRMZM2G308687	1	1183.4 	1	285340056 	3	342	468.0 	463.9 	469.6 	3	125958684	5.26 	-0.85 	0.03 	trans
4330	GRMZM2G395354	1	1185.3 	1	285521266 	1	1162	1211.7 	1209.3 	1219.7 	1	288027521	4.49 	-0.52 	0.14 	cis
4331	GRMZM5G888196	1	1185.5 	1	285528372 	1	1140	1185.3 	1185.2 	1186.5 	1	285530958	41.77 	5.00 	0.76 	cis
4332	GRMZM5G888196	1	1185.5 	1	285528372 	2	334	459.2 	456.2 	468.2 	2	44381653	4.33 	-1.05 	0.04 	trans
4333	GRMZM5G888196	1	1185.5 	1	285528372 	3	446	576.6 	568.3 	577.2 	3	167062392	4.52 	0.96 	0.03 	trans
4334	GRMZM2G069218	1	1185.6 	1	285534752 	9	439	484.2 	482.3 	488.6 	9	139966632	6.93 	-0.48 	0.21 	trans
4335	GRMZM2G704093	1	1186.9 	1	285641502 	1	1141	1186.5 	1185.5 	1186.7 	1	285527890	13.29 	3.85 	0.41 	cis
4336	AC177936.6_FG008	1	1187.0 	1	285647855 	1	1144	1191.1 	1185.5 	1194.5 	1	285971364	6.12 	1.61 	0.14 	cis
4337	GRMZM2G116126	1	1188.6 	1	285775437 	1	1141	1186.5 	1185.5 	1186.9 	1	285527890	10.78 	3.71 	0.34 	cis
4338	GRMZM2G116126	1	1188.6 	1	285775437 	4	521	666.0 	659.4 	672.9 	4	180565472	4.49 	-0.94 	0.10 	trans
4339	GRMZM2G414540	1	1188.8 	1	285784993 	1	1144	1192.1 	1185.5 	1192.6 	1	285971364	6.97 	-0.14 	0.20 	cis
4340	GRMZM2G414540	1	1188.8 	1	285784993 	3	54	92.3 	76.1 	98.1 	3	3602950	4.48 	-0.11 	0.13 	trans
4341	GRMZM2G433557	1	1189.1 	1	285812976 	1	1143	1190.9 	1186.9 	1192.6 	1	285658294	19.06 	-2.90 	0.42 	cis
4342	GRMZM2G433557	1	1189.1 	1	285812976 	5	253	351.1 	346.3 	357.0 	5	18068302	5.86 	-1.33 	0.10 	trans
4343	GRMZM2G134917	1	1190.5 	1	285922552 	1	1143	1187.9 	1186.9 	1192.1 	1	285658294	32.02 	9.68 	0.63 	cis
4344	GRMZM2G134917	1	1190.5 	1	285922552 	4	479	600.9 	592.8 	615.6 	4	176442646	7.11 	-3.04 	0.07 	trans
4345	GRMZM2G434533	1	1190.7 	1	285935549 	1	1143	1187.9 	1186.9 	1190.9 	1	285658294	58.72 	-5.67 	0.92 	cis
4346	GRMZM2G329300	1	1191.1 	1	285968002 	1	84	79.5 	78.1 	80.4 	1	5783052	5.13 	-1.13 	0.15 	trans
4347	GRMZM2G329300	1	1191.1 	1	285968002 	3	235	385.3 	383.1 	390.9 	3	20781804	4.26 	-0.84 	0.12 	trans
4348	GRMZM2G329181	1	1193.5 	1	285980254 	7	262	348.5 	345.4 	350.8 	7	123682932	6.26 	1.45 	0.18 	trans
4349	GRMZM2G010353	1	1201.6 	1	286323321 	1	1147	1197.6 	1194.6 	1201.4 	1	285979036	28.17 	0.74 	0.69 	cis
4350	GRMZM2G010353	1	1201.6 	1	286323321 	5	355	471.4 	470.0 	473.7 	5	59918827	6.88 	-0.37 	0.10 	trans
4351	GRMZM2G019799	1	1202.5 	1	286362245 	1	1155	1203.8 	1198.4 	1206.5 	1	286561838	6.38 	-0.22 	0.17 	cis
4352	GRMZM2G019799	1	1202.5 	1	286362245 	8	618	788.3 	780.6 	789.6 	8	170806600	4.18 	-0.16 	0.10 	trans
4353	GRMZM2G110295	1	1202.5 	1	286400408 	3	794	978.0 	970.7 	980.1 	3	217548996	4.59 	0.50 	0.13 	trans
4354	GRMZM2G141535	1	1202.5 	1	286452473 	1	1148	1200.4 	1198.4 	1202.4 	1	286171159	15.16 	-1.14 	0.45 	cis
4355	GRMZM2G141535	1	1202.5 	1	286452473 	2	108	159.2 	152.6 	163.5 	2	7283948	4.63 	-0.50 	0.10 	trans
4356	GRMZM2G141473	1	1202.5 	1	286509599 	1	1155	1202.8 	1202.5 	1204.5 	1	286561838	28.04 	-0.88 	0.67 	cis
4357	GRMZM2G060765	1	1202.5 	1	286668240 	1	489	517.2 	513.0 	518.9 	1	81036898	5.29 	-1.50 	0.14 	trans
4358	GRMZM2G049547	1	1202.5 	1	286710163 	1	1148	1201.4 	1199.4 	1202.5 	1	286171159	22.27 	0.79 	0.48 	cis
4359	GRMZM2G049547	1	1202.5 	1	286710163 	4	729	861.1 	860.3 	866.1 	4	237510171	5.12 	-0.27 	0.07 	trans
4360	GRMZM5G848542	1	1202.5 	1	286840921 	4	49	70.5 	64.4 	78.5 	4	3079585	6.22 	0.06 	0.21 	trans
4361	GRMZM2G120674	1	1202.5 	1	286847999 	1	1147	1194.6 	1194.5 	1202.4 	1	285979036	4.64 	0.67 	0.12 	cis
4362	GRMZM2G120674	1	1202.5 	1	286847999 	4	556	699.6 	697.6 	705.7 	4	187435714	5.38 	0.71 	0.15 	trans
4363	GRMZM2G120674	1	1202.5 	1	286847999 	10	572	722.0 	716.8 	727.9 	10	148433285	4.23 	0.62 	0.11 	trans
4364	GRMZM2G120657	1	1202.5 	1	286851989 	1	1148	1201.4 	1199.4 	1202.5 	1	286171159	49.14 	8.90 	0.82 	cis
4365	GRMZM2G120596	1	1202.5 	1	286861294 	3	792	975.7 	969.5 	983.5 	3	217357273	5.76 	0.65 	0.18 	trans
4366	GRMZM2G120596	1	1202.5 	1	286861294 	2	46	67.5 	59.8 	71.7 	2	3562640	5.78 	-0.63 	0.17 	trans
4367	GRMZM2G422259	1	1202.5 	1	286863210 	1	1148	1201.4 	1199.4 	1202.4 	1	286171159	39.95 	1.58 	0.73 	cis
4368	GRMZM2G422259	1	1202.5 	1	286863210 	2	697	950.8 	950.5 	962.9 	2	219474086	4.67 	-0.32 	0.03 	trans
4369	GRMZM5G856966	1	1202.5 	1	286978278 	1	1136	1184.9 	1179.8 	1186.5 	1	285325858	4.83 	-0.63 	0.14 	cis
4370	GRMZM2G371210	1	1202.5 	1	286987454 	1	1148	1202.4 	1200.4 	1202.5 	1	286171159	23.50 	0.86 	0.40 	cis
4371	GRMZM2G371210	1	1202.5 	1	286987454 	2	402	509.3 	504.4 	512.8 	2	127753572	4.81 	-0.22 	0.05 	trans
4372	GRMZM2G371210	1	1202.5 	1	286987454 	5	496	602.8 	596.5 	604.0 	5	174591436	4.47 	0.21 	0.05 	trans
4373	GRMZM2G026703	1	1202.5 	1	287063977 	1	1156	1204.5 	1202.8 	1207.5 	1	287503494	8.75 	-0.03 	0.24 	cis
4374	GRMZM2G026703	1	1202.5 	1	287063977 	3	659	817.8 	810.4 	823.3 	3	200249210	4.56 	-0.02 	0.11 	trans
4375	GRMZM2G478798	1	1202.5 	1	287290693 	10	582	736.7 	731.7 	743.4 	10	148816681	5.53 	0.09 	0.16 	trans
4376	GRMZM2G478798	1	1202.5 	1	287290693 	8	588	751.3 	743.9 	755.3 	8	169588674	4.32 	-0.08 	0.11 	trans
4377	GRMZM2G178415	1	1202.5 	1	287293246 	1	1156	1204.5 	1200.4 	1206.5 	1	287503494	15.64 	5.82 	0.37 	cis
4378	GRMZM2G178415	1	1202.5 	1	287293246 	2	499	655.8 	652.9 	658.0 	2	193937612	5.08 	-3.93 	0.09 	trans
4379	GRMZM2G178341	1	1203.3 	1	287335400 	2	300	421.0 	416.0 	423.8 	2	33801060	6.33 	9.25 	0.17 	trans
4380	GRMZM2G178341	1	1203.3 	1	287335400 	5	203	285.6 	282.8 	295.9 	5	11904200	5.20 	8.83 	0.15 	trans
4381	GRMZM2G073429	1	1205.7 	1	287476783 	1	1148	1202.4 	1200.4 	1202.5 	1	286171159	40.60 	0.83 	0.76 	cis
4382	GRMZM2G073429	1	1205.7 	1	287476783 	8	404	492.4 	492.1 	496.2 	8	131176859	4.96 	-0.40 	0.04 	trans
4383	GRMZM2G073511	1	1205.9 	1	287490674 	1	1156	1204.5 	1202.8 	1207.5 	1	287503494	19.99 	0.78 	0.48 	cis
4384	GRMZM2G073511	1	1205.9 	1	287490674 	5	355	471.4 	469.5 	476.6 	5	59918827	4.37 	-0.29 	0.07 	trans
4385	GRMZM2G070381	1	1207.7 	1	287595552 	4	144	201.3 	198.6 	205.5 	4	10221096	6.09 	-0.12 	0.17 	trans
4386	GRMZM2G070381	1	1207.7 	1	287595552 	5	215	305.4 	303.4 	308.1 	5	14653937	6.38 	-0.13 	0.17 	trans
4387	GRMZM2G052471	1	1208.4 	1	287633076 	1	1156	1204.5 	1202.8 	1206.5 	1	287503494	81.75 	20.21 	0.93 	cis
4388	GRMZM2G074404	1	1209.7 	1	287710361 	1	1156	1204.5 	1202.8 	1206.5 	1	287503494	42.58 	3.86 	0.78 	cis
4389	GRMZM2G074404	1	1209.7 	1	287710361 	3	74	124.8 	118.8 	132.8 	3	4542689	5.11 	-0.81 	0.04 	trans
4390	GRMZM2G132971	1	1209.8 	1	287717199 	1	1155	1203.8 	1202.8 	1208.2 	1	286561838	5.88 	1.08 	0.19 	cis
4391	GRMZM2G132971	1	1209.8 	1	287717199 	2	300	421.0 	419.4 	423.0 	2	33801060	6.33 	-1.09 	0.18 	trans
4392	GRMZM2G133023	1	1209.8 	1	287720985 	1	1160	1209.6 	1209.3 	1210.7 	1	287804516	44.65 	0.31 	0.73 	cis
4393	GRMZM2G068936	1	1209.6 	1	287804660 	4	747	877.5 	872.4 	883.4 	4	238121814	5.21 	-0.03 	0.15 	trans
4394	GRMZM2G068952	1	1209.5 	1	287819715 	1	1161	1209.8 	1209.3 	1213.7 	1	287716266	18.52 	2.91 	0.44 	cis
4395	GRMZM2G068952	1	1209.5 	1	287819715 	3	743	927.0 	926.0 	928.0 	3	210800822	6.73 	3.60 	0.12 	trans
4396	GRMZM2G068952	1	1209.5 	1	287819715 	4	346	407.0 	401.0 	413.1 	4	132894688	4.65 	-1.13 	0.08 	trans
4397	GRMZM2G078200	1	1208.9 	1	287890815 	1	1160	1209.6 	1209.3 	1210.7 	1	287804516	25.12 	1.05 	0.53 	cis
4398	GRMZM2G078200	1	1208.9 	1	287890815 	9	46	64.4 	55.6 	69.4 	9	5454706	6.89 	-0.43 	0.11 	trans
4399	GRMZM2G078200	1	1208.9 	1	287890815 	6	51	102.8 	96.2 	106.6 	6	17151041	7.81 	0.42 	0.11 	trans
4400	GRMZM2G080034	1	1210.0 	1	287982590 	8	304	376.9 	372.3 	382.8 	8	93142048	4.29 	-0.75 	0.13 	trans
4401	GRMZM2G019361	1	1211.0 	1	288075123 	1	1164	1214.7 	1213.7 	1215.7 	1	288140054	55.16 	2.17 	0.77 	cis
4402	GRMZM2G019446	1	1211.2 	1	288091306 	1	1164	1214.7 	1213.7 	1215.7 	1	288140054	24.64 	0.75 	0.60 	cis
4403	GRMZM2G015436	1	1212.1 	1	288168048 	1	1164	1214.7 	1213.7 	1215.7 	1	288140054	58.11 	2.29 	0.49 	cis
4404	GRMZM2G016150	1	1212.6 	1	288209909 	1	1164	1214.7 	1213.7 	1215.7 	1	288140054	53.05 	4.09 	0.84 	cis
4405	GRMZM2G046191	1	1213.2 	1	288263635 	1	1162	1213.7 	1210.7 	1215.7 	1	288027521	41.85 	8.61 	0.67 	cis
4406	GRMZM2G046191	1	1213.2 	1	288263635 	10	162	197.1 	196.1 	198.1 	10	29268230	17.64 	8.73 	0.09 	trans
4407	GRMZM5G809195	1	1214.7 	1	288395579 	1	1165	1215.7 	1214.7 	1217.6 	1	288443442	39.72 	1.61 	0.70 	cis
4408	GRMZM5G809195	1	1214.7 	1	288395579 	5	633	766.1 	765.4 	776.6 	5	201748710	4.58 	0.32 	0.03 	trans
4409	GRMZM2G457544	1	1215.1 	1	288483254 	1	1168	1217.9 	1216.6 	1218.2 	1	288612382	21.42 	-0.37 	0.48 	cis
4410	GRMZM2G457544	1	1215.1 	1	288483254 	5	325	440.3 	439.5 	442.0 	5	43446561	6.08 	-0.20 	0.10 	trans
4411	GRMZM2G397190	1	1215.4 	1	288538939 	1	1168	1217.9 	1216.6 	1218.2 	1	288612382	23.25 	0.25 	0.47 	cis
4412	GRMZM2G397190	1	1215.4 	1	288538939 	7	408	496.5 	493.1 	497.0 	7	155874448	5.08 	-0.09 	0.07 	trans
4413	GRMZM2G164020	1	1216.3 	1	288733834 	1	1168	1217.9 	1216.6 	1218.9 	1	288612382	13.98 	22.91 	0.37 	cis
4414	GRMZM2G163912	1	1216.4 	1	288740096 	1	1171	1218.8 	1217.9 	1218.9 	1	288735851	44.28 	9.49 	0.80 	cis
4415	GRMZM2G039592	1	1216.9 	1	288854534 	1	1171	1218.8 	1216.6 	1220.7 	1	288735851	15.21 	-1.85 	0.41 	cis
4416	GRMZM2G039592	1	1216.9 	1	288854534 	4	31	39.9 	31.8 	48.4 	4	2503780	4.45 	-0.77 	0.08 	trans
4417	GRMZM2G311961	1	1216.9 	1	288858356 	1	1175	1221.0 	1218.8 	1222.5 	1	289866984	15.19 	0.51 	0.38 	cis
4418	GRMZM2G311961	1	1216.9 	1	288858356 	9	271	319.3 	313.5 	323.8 	9	92667876	5.01 	-0.23 	0.10 	trans
4419	GRMZM2G311961	1	1216.9 	1	288858356 	4	781	910.2 	906.8 	918.1 	4	239188678	4.29 	-0.21 	0.09 	trans
4420	GRMZM2G312091	1	1217.0 	1	288864986 	1	1171	1218.8 	1216.6 	1218.9 	1	288735851	16.72 	0.32 	0.12 	cis
4421	GRMZM2G312091	1	1217.0 	1	288864986 	4	619	745.1 	744.5 	745.8 	4	211646942	46.83 	-0.77 	0.75 	trans
4422	GRMZM2G312091	1	1217.0 	1	288864986 	5	361	474.7 	471.4 	478.1 	5	67635370	4.93 	-0.14 	0.03 	trans
4423	GRMZM2G072156	1	1217.9 	1	289064091 	1	1166	1217.6 	1216.6 	1217.9 	1	288301830	39.59 	2.54 	0.74 	cis
4424	GRMZM2G072156	1	1217.9 	1	289064091 	4	407	467.3 	466.3 	472.7 	4	158031548	5.38 	-1.36 	0.05 	trans
4425	GRMZM2G053023	1	1218.1 	1	289109841 	1	1171	1218.8 	1217.9 	1218.9 	1	288735851	17.05 	1.28 	0.42 	cis
4426	GRMZM5G825524	1	1218.6 	1	289205102 	5	251	346.3 	345.3 	347.3 	5	17660665	7.54 	4.67 	0.36 	trans
4427	GRMZM5G825524	1	1218.6 	1	289205102 	10	190	224.0 	220.5 	230.8 	10	83496601	4.68 	-1.15 	0.15 	trans
4428	GRMZM2G166931	1	1218.7 	1	289220801 	1	1166	1217.6 	1216.6 	1218.9 	1	288301830	6.43 	-0.55 	0.18 	cis
4429	GRMZM2G166931	1	1218.7 	1	289220801 	10	218	241.5 	237.0 	242.4 	10	99204355	4.95 	-0.21 	0.13 	trans
4430	GRMZM2G049912	1	1218.7 	1	289237174 	1	1171	1218.8 	1217.9 	1220.7 	1	288735851	46.31 	-1.51 	0.83 	cis
4431	GRMZM2G049888	1	1218.9 	1	289271380 	1	1172	1218.9 	1217.9 	1220.7 	1	289272076	41.47 	0.43 	0.71 	cis
4432	GRMZM2G049888	1	1218.9 	1	289271380 	9	504	557.6 	554.2 	564.1 	9	146451276	4.90 	0.09 	0.03 	trans
4433	GRMZM2G049790	1	1218.9 	1	289274735 	1	1175	1221.0 	1218.9 	1222.0 	1	289866984	39.88 	3.52 	0.67 	cis
4434	GRMZM2G049790	1	1218.9 	1	289274735 	9	392	442.3 	441.0 	446.9 	9	134846350	6.97 	0.98 	0.05 	trans
4435	GRMZM2G049790	1	1218.9 	1	289274735 	7	6	0.0 	0.0 	3.3 	7	424084	6.04 	-0.81 	0.04 	trans
4436	GRMZM2G049687	1	1219.1 	1	289283707 	1	1175	1221.0 	1218.9 	1222.0 	1	289866984	42.57 	1.09 	0.78 	cis
4437	GRMZM2G049687	1	1219.1 	1	289283707 	2	525	702.3 	698.3 	704.5 	2	198849483	6.88 	0.49 	0.06 	trans
4438	GRMZM2G137358	1	1219.9 	1	289346342 	1	1173	1219.7 	1218.9 	1221.0 	1	289276362	42.89 	2.47 	0.77 	cis
4439	GRMZM2G096486	1	1220.8 	1	289476202 	8	706	882.5 	881.5 	882.5 	8	174779122	5.30 	-1.86 	0.17 	trans
4440	GRMZM2G101682	1	1220.8 	1	289520584 	1	1177	1222.0 	1219.7 	1223.0 	1	290140438	7.60 	-1.50 	0.20 	cis
4441	GRMZM2G474685	1	1220.9 	1	289546565 	6	602	708.4 	707.6 	709.3 	6	167646050	4.20 	0.37 	0.11 	trans
4442	GRMZM2G176630	1	1220.9 	1	289563579 	1	1172	1218.9 	1217.9 	1223.4 	1	289272076	21.18 	0.60 	0.40 	cis
4443	GRMZM2G176630	1	1220.9 	1	289563579 	4	469	564.8 	563.9 	566.0 	4	173932082	9.84 	-0.31 	0.14 	trans
4444	GRMZM2G176662	1	1220.9 	1	289569428 	1	1173	1219.7 	1218.9 	1221.0 	1	289276362	55.75 	8.55 	0.82 	cis
4445	GRMZM2G474798	1	1220.9 	1	289587359 	4	407	467.3 	466.3 	467.8 	4	158031548	13.38 	-2.33 	0.38 	trans
4446	GRMZM2G168833	1	1221.0 	1	289787252 	2	455	603.0 	602.0 	604.0 	2	186140530	5.20 	0.96 	0.26 	trans
4447	GRMZM2G168833	1	1221.0 	1	289787252 	3	789	965.6 	964.7 	973.7 	3	217267770	6.15 	0.33 	0.19 	trans
4448	GRMZM2G454176	1	1221.0 	1	289852969 	6	52	103.8 	97.6 	106.6 	6	28015058	7.82 	0.35 	0.22 	trans
4449	GRMZM2G151266	1	1221.0 	1	289867942 	1	1171	1218.8 	1216.6 	1222.0 	1	288735851	7.35 	0.35 	0.20 	cis
4450	GRMZM2G151266	1	1221.0 	1	289867942 	5	269	362.2 	359.1 	364.0 	5	21426988	6.32 	-0.30 	0.17 	trans
4451	GRMZM2G151266	1	1221.0 	1	289867942 	2	546	740.0 	733.9 	748.0 	2	203196184	4.26 	0.24 	0.11 	trans
4452	GRMZM2G029396	1	1221.5 	1	290007697 	10	506	599.2 	593.0 	605.1 	10	145408242	5.22 	0.96 	0.13 	trans
4453	GRMZM2G062394	1	1221.8 	1	290106146 	1	1154	1202.5 	1198.4 	1204.5 	1	286363294	5.06 	1.28 	0.14 	cis
4454	GRMZM2G062394	1	1221.8 	1	290106146 	2	684	944.4 	942.3 	947.7 	2	217783008	4.75 	-1.76 	0.13 	trans
4455	GRMZM2G062377	1	1221.9 	1	290110413 	1	1165	1215.7 	1214.7 	1218.2 	1	288443442	12.88 	0.61 	0.30 	cis
4456	GRMZM2G062377	1	1221.9 	1	290110413 	10	9	10.7 	8.1 	15.1 	10	2037928	4.66 	-0.33 	0.10 	trans
4457	GRMZM2G062377	1	1221.9 	1	290110413 	4	489	634.8 	627.1 	639.7 	4	177240466	4.43 	0.30 	0.09 	trans
4458	GRMZM2G062357	1	1221.9 	1	290117490 	1	1173	1220.7 	1219.7 	1220.8 	1	289276362	41.35 	1.71 	0.67 	cis
4459	GRMZM2G062357	1	1221.9 	1	290117490 	5	445	533.8 	531.6 	542.1 	5	164296845	4.93 	-0.37 	0.04 	trans
4460	GRMZM2G062357	1	1221.9 	1	290117490 	10	505	595.3 	590.1 	600.8 	10	145351595	4.23 	0.35 	0.03 	trans
4461	GRMZM2G062289	1	1221.9 	1	290126055 	1	1175	1221.0 	1218.9 	1222.0 	1	289866984	30.01 	2.58 	0.65 	cis
4462	GRMZM2G062289	1	1221.9 	1	290126055 	6	603	709.0 	706.0 	709.0 	6	167492460	4.34 	-0.69 	0.05 	trans
4463	GRMZM2G047223	1	1221.9 	1	290133316 	8	349	430.9 	425.0 	435.6 	8	110613910	5.28 	0.59 	0.16 	trans
4464	GRMZM2G046231	1	1221.9 	1	290144110 	3	704	873.6 	873.0 	874.7 	3	206377778	7.38 	-1.20 	0.20 	trans
4465	GRMZM2G046231	1	1221.9 	1	290144110 	10	505	595.3 	590.3 	599.2 	10	145351595	4.79 	-1.07 	0.13 	trans
4466	GRMZM2G022662	1	1222.0 	1	290150578 	1	1177	1222.0 	1221.0 	1223.0 	1	290140438	29.26 	1.88 	0.72 	cis
4467	GRMZM2G009901	1	1222.5 	1	290201835 	1	1189	1228.4 	1224.9 	1232.1 	1	290984961	4.50 	0.21 	0.11 	cis
4468	GRMZM2G009901	1	1222.5 	1	290201835 	4	504	650.5 	645.9 	654.8 	4	178890566	8.36 	0.29 	0.22 	trans
4469	GRMZM2G170457	1	1222.7 	1	290224404 	1	1172	1218.9 	1217.9 	1220.7 	1	289272076	13.91 	-6.20 	0.39 	cis
4470	GRMZM2G170457	1	1222.7 	1	290224404 	2	726	1009.2 	1004.2 	1020.5 	2	224642058	7.12 	-2.56 	0.17 	trans
4471	GRMZM2G170489	1	1222.7 	1	290230309 	4	230	324.0 	317.9 	325.8 	4	23794806	7.00 	-0.37 	0.16 	trans
4472	GRMZM2G082664	1	1223.1 	1	290276054 	4	250	340.7 	336.3 	345.1 	4	27913839	4.99 	0.45 	0.14 	trans
4473	GRMZM2G082312	1	1223.4 	1	290306865 	1	1183	1224.9 	1223.9 	1225.8 	1	290433166	37.79 	7.01 	0.65 	cis
4474	GRMZM2G082312	1	1223.4 	1	290306865 	2	722	1003.2 	999.2 	1009.2 	2	224174838	6.38 	-2.71 	0.06 	trans
4475	GRMZM2G082312	1	1223.4 	1	290306865 	4	526	674.0 	666.1 	677.5 	4	181344739	5.18 	1.68 	0.04 	trans
4476	GRMZM2G161306	1	1224.4 	1	290395611 	1	1185	1225.8 	1223.9 	1227.3 	1	290766192	11.24 	0.18 	0.28 	cis
4477	GRMZM2G013342	1	1224.9 	1	290448715 	4	250	340.7 	334.9 	345.8 	4	27913839	5.72 	2.26 	0.13 	trans
4478	GRMZM2G013342	1	1224.9 	1	290448715 	9	437	482.3 	476.1 	484.2 	9	139930140	4.85 	2.07 	0.11 	trans
4479	GRMZM2G012224	1	1225.1 	1	290522852 	1	1183	1224.9 	1223.4 	1225.8 	1	290433166	52.44 	86.35 	0.74 	cis
4480	GRMZM2G012224	1	1225.1 	1	290522852 	7	379	467.2 	466.1 	471.7 	7	152793352	4.96 	-14.59 	0.02 	trans
4481	GRMZM2G012224	1	1225.1 	1	290522852 	8	389	476.9 	468.7 	481.5 	8	123106280	4.49 	-14.28 	0.02 	trans
4482	GRMZM2G092663	1	1225.2 	1	290554234 	1	1184	1225.1 	1223.9 	1226.1 	1	290576750	19.61 	-7.89 	0.58 	cis
4483	GRMZM2G537770	1	1225.2 	1	290559563 	1	1183	1224.9 	1223.9 	1225.8 	1	290433166	69.37 	3.53 	0.88 	cis
4484	GRMZM2G111642	1	1225.3 	1	290596923 	1	1183	1224.9 	1223.4 	1226.1 	1	290433166	9.02 	-3.86 	0.25 	cis
4485	GRMZM2G111642	1	1225.3 	1	290596923 	4	149	217.4 	205.5 	220.1 	4	10930570	4.41 	-2.61 	0.12 	trans
4486	GRMZM2G111642	1	1225.3 	1	290596923 	5	211	303.4 	297.6 	309.2 	5	12327809	4.20 	-2.40 	0.11 	trans
4487	GRMZM2G004511	1	1225.7 	1	290806240 	1	1186	1226.1 	1224.4 	1228.3 	1	290958988	17.04 	0.76 	0.45 	cis
4488	GRMZM2G004511	1	1225.7 	1	290806240 	8	312	381.0 	378.5 	382.8 	8	96174297	4.58 	0.53 	0.09 	trans
4489	GRMZM2G402675	1	1225.9 	1	290857769 	1	1185	1225.8 	1224.9 	1226.1 	1	290766192	44.33 	0.78 	0.80 	cis
4490	GRMZM2G104125	1	1226.0 	1	290932830 	1	1185	1225.8 	1224.9 	1227.3 	1	290766192	18.35 	0.38 	0.48 	cis
