SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
BR104	flagleaf_0DAP	Mo17	NA	2	11124928	11016585	96170	9533	2640	11016585	0	0	10179200	9533355	8763101	9315963	662932	592762	535857	589476	174453	105703	0	0	96285	87620	79094	86522	9418	9404030	3369673	627702	65516	174453
BR105	flagleaf_0DAP	Mo17	NA	3	9139066	9063499	66638	7263	1666	9063499	0	0	8340939	7873340	7174716	7565332	571122	509471	459122	506764	151438	73901	0	0	67267	61304	54602	59615	6634	7722578	2188934	547088	81502	151438
BR106	flagleaf_0DAP	B73xMo17	NA	1	8237380	8161554	67246	6756	1824	8161554	0	0	7758169	7295824	6731301	7143930	319553	285390	258393	285862	83832	74002	0	0	68524	62260	56354	61867	5478	6836235	2272260	483716	205330	83832
BR107	flagleaf_0DAP	B73xMo17	NA	2	11375396	11265249	98397	9089	2661	11265249	0	0	10734993	10126383	9413284	9958506	418125	372897	337809	373479	112131	107486	0	0	98746	90224	81659	89182	8740	9783280	2697729	626915	70083	112131
BR108	flagleaf_0DAP	B73xMo17	NA	3	8739031	8651672	78225	7158	1976	8651672	0	0	8232297	7703664	7121893	7595330	328503	293029	264613	292917	90872	85383	0	0	79007	71575	64940	71466	6376	7258786	2662633	518387	171023	90872
BR109	root_0DAP	B73	NA	1	12780458	12681574	85918	10756	2210	12681574	0	0	12515498	11916470	11247084	11813774	115300	104749	94866	104481	50776	96674	0	0	91964	84937	76535	82871	4710	11138893	2345572	782978	94902	50776
BR110	root_0DAP	B73	NA	2	11071413	10726484	328056	13780	3093	10726484	0	0	10275195	9785046	9131947	9590812	333561	302639	286107	315432	117728	341836	0	0	302496	277505	264553	288380	39340	9172770	2122430	640398	232057	117728
BR111	root_0DAP	B73	NA	3	14352722	14232937	102130	11645	6010	14232937	0	0	14041236	13401782	12643969	13248547	136492	124282	112543	123701	55209	113775	0	0	108055	99591	90525	98202	5720	12533335	2253053	857834	124951	55209
BR112	root_0DAP	Mo17	NA	1	13432400	13337049	81923	9677	3751	13337049	0	0	12253117	11629799	10661988	11189480	865344	793406	713742	766966	218588	91600	0	0	82825	75921	67940	73880	8775	11376686	2741476	884181	123539	218588
BR113	root_0DAP	Mo17	NA	2	11241291	11148033	80785	9232	3241	11148033	0	0	10246379	9776098	8963419	9357576	731530	670724	605102	650181	170124	90017	0	0	81600	74858	66808	72609	8417	9591789	1928176	672317	142874	170124
BR114	root_0DAP	Mo17	NA	3	11748397	11657233	79334	9418	2412	11657233	0	0	10695947	10184663	9328817	9758416	768088	703983	633584	681291	193198	88752	0	0	80278	73393	65363	71271	8474	10016368	2148285	746520	95049	193198
BR115	root_0DAP	B73xMo17	NA	1	12447495	12322988	107455	11660	5392	12322988	0	0	11670948	11133498	10373984	10857206	516383	474042	430074	463905	135657	119115	0	0	108220	99033	90117	98313	10895	10180781	2569615	738040	558959	135657
BR116	root_0DAP	B73xMo17	NA	2	13501613	13391660	93383	11849	4721	13391660	0	0	12728538	12149061	11326289	11846251	515206	472895	426499	459595	147916	105232	0	0	96706	88669	79722	86842	8526	11406635	2352504	817098	324165	147916
BR117	root_0DAP	B73xMo17	NA	3	12014758	11917490	84702	9983	2583	11917490	0	0	11362269	10833069	10096390	10572644	448261	410678	370411	399984	106960	94685	0	0	87704	80368	72482	79001	6981	10308509	2125257	702314	189785	106960
BR130	endosperm_14DAP	B73	NA	1	7971614	7908501	56582	4641	1890	7908501	0	0	7784736	6936745	6546369	7349072	79001	66140	60326	72245	44764	61223	0	0	56285	50442	45850	51126	4938	6423264	3612404	471747	88981	44764
BR131	endosperm_14DAP	B73	NA	2	8354751	8297059	50619	5345	1728	8297059	0	0	8178207	7253114	6852279	7728253	73559	61296	55852	67160	45293	55964	0	0	52562	47350	42472	47055	3402	6751316	4052824	487107	66671	45293
BR132	endosperm_14DAP	B73	NA	3	8106969	8043877	56175	4922	1995	8043877	0	0	7917700	7003157	6618397	7484824	82030	68099	62566	75509	44147	61097	0	0	56264	50175	45603	51125	4833	6437625	3870991	505741	102914	44147
BR133	endosperm_14DAP	Mo17	NA	1	7996705	7944390	45553	4828	1934	7944390	0	0	7556043	6830895	6318196	6967459	304858	272161	244266	269689	83489	50381	0	0	45762	41342	36714	40458	4619	6549455	3737006	405831	109539	83489
BR134	endosperm_14DAP	Mo17	NA	2	7111069	7056236	49e3	4265	1568	7056236	0	0	6701546	6077199	5611514	6168581	281555	251008	226073	250123	73135	53265	0	0	48007	43280	38956	43003	5258	5815311	3166818	355774	116224	73135
BR135	endosperm_14DAP	Mo17	NA	3	7053101	7003061	43961	4382	1697	7003061	0	0	6647694	5981230	5525649	6123837	280359	250190	225410	249196	75008	48343	0	0	43156	38818	34543	38242	5187	5641469	3935574	347967	176547	75008
BR136	endosperm_14DAP	B73xMo17	NA	1	7342993	7293685	43404	4390	1514	7293685	0	0	7095648	5855295	5464132	6617870	133746	112829	100825	118332	64291	47794	0	0	42901	37515	33573	38264	4893	5330234	6393639	526810	83234	64291
BR137	endosperm_14DAP	B73xMo17	NA	2	7408587	7282363	119339	5097	1788	7282363	0	0	6953041	6013370	5594559	6463890	191807	163179	148572	173471	137515	124436	0	0	86738	75589	70151	80414	37698	5498561	4197381	501901	129656	137515
BR138	endosperm_14DAP	B73xMo17	NA	3	8295102	8242013	46692	4797	1600	8242013	0	0	8039943	6714743	6291973	7529453	152355	128521	115721	135916	49715	51489	0	0	47738	41827	37651	42872	3751	6080421	5505438	618005	109692	49715
BR139	endosperm_14DAP	Mo17xB73	NA	1	8353565	8292558	53997	5e3	2010	8292558	0	0	7982613	6804087	6326146	7411887	233274	202427	181958	207376	76671	58997	0	0	52590	46541	41824	47111	6407	6316276	6056487	515805	125163	76671
BR140	endosperm_14DAP	Mo17xB73	NA	2	7429170	7372156	51068	4601	1345	7372156	0	0	7090445	6344445	5902094	6583828	221176	194489	175193	196887	60535	55669	0	0	51513	46071	41528	46267	4156	5949690	3292672	417707	128616	60535
BR141	endosperm_14DAP	Mo17xB73	NA	3	8249827	8188014	53863	5230	2720	8188014	0	0	7877773	6790236	6315862	7318014	232490	203831	183001	206326	77751	59093	0	0	52843	46966	42097	47244	6250	6352281	5771141	490759	110982	77751
BR142	embryo_27DAP	B73	NA	1	7372483	7316640	48902	5040	1901	7316640	0	0	7206678	6350555	5978655	6786132	71699	60780	55118	65042	38263	53942	0	0	48969	44213	39587	43709	4973	5708017	5372535	531642	136900	38263
BR143	embryo_27DAP	B73	NA	2	7042198	6983724	52311	4915	1248	6983724	0	0	6889561	6287148	5914442	6481783	62292	54130	49114	56505	31871	57226	0	0	53488	48854	43998	48129	3738	5778427	3189267	470397	85064	31871
BR144	embryo_27DAP	B73	NA	3	6553609	6498382	49577	4431	1219	6498382	0	0	6391115	5662764	5325320	6010206	70203	59486	54061	63820	37064	54008	0	0	48662	43912	39643	43798	5346	5066096	4808143	465620	150537	37064
BR145	embryo_27DAP	Mo17	NA	1	7077358	7002686	65105	7541	2026	7002686	0	0	6415668	5861087	5393861	5889392	477513	430947	386234	422892	109505	72646	0	0	61676	56144	49942	54655	10970	5458689	3230956	487762	254695	109505
BR146	embryo_27DAP	Mo17	NA	2	7533408	7451111	69532	9773	2992	7451111	0	0	6806127	6224666	5721446	6240437	517927	465161	415799	457062	127057	79305	0	0	65368	59174	52707	57997	13937	5689074	3345438	553897	326142	127057
BR147	embryo_27DAP	Mo17	NA	3	8261322	8162520	85349	9518	3935	8162520	0	0	7535659	3847918	3545692	7044885	358818	294232	262864	318551	268043	94867	0	0	46099	36610	32735	40165	48768	3390054	36128826	482840	95746	268043
BR148	embryo_27DAP	B73xMo17	NA	1	7602835	7530655	63428	6675	2077	7530655	0	0	7116942	6331964	5940605	6671563	276316	248103	221970	243836	137397	70103	0	0	58585	52793	47667	52680	11518	5831842	4983976	572034	134476	137397
BR149	embryo_27DAP	B73xMo17	NA	2	8456705	8336995	108693	8211	2806	8336995	0	0	7855093	7120585	6669346	7349297	341860	308800	279023	305391	140042	116904	0	0	94894	86010	79470	87403	22010	6668814	4334857	597965	129606	140042
BR150	embryo_27DAP	B73xMo17	NA	3	8081181	7993598	75450	9412	2721	7993598	0	0	7584603	6634901	6216576	7102847	305614	273056	244782	270744	103381	84862	0	0	69401	62307	56106	62223	15461	6060061	6808589	579583	194167	103381
BR151	embryo_27DAP	Mo17xB73	NA	1	8665419	8562715	91286	8418	3e3	8562715	0	0	8089927	7272427	6810815	7567536	359274	320779	288127	319548	113514	99704	0	0	86386	77372	70909	79056	13318	6703251	3803148	684419	158410	113514
BR152	embryo_27DAP	Mo17xB73	NA	2	8303462	8225271	67846	8012	2333	8225271	0	0	7794507	6860346	6425732	7295135	328211	293073	262177	290641	102553	75858	0	0	63764	57055	51732	57654	12094	6338870	5179213	645016	129313	102553
BR153	embryo_27DAP	Mo17xB73	NA	3	7536997	7449921	76536	8121	2419	7449921	0	0	7037901	6003031	5625925	6595089	306090	273598	246356	273194	105930	84657	0	0	67478	60224	54983	61364	17179	5562504	7138907	537690	130674	105930
BR154	endosperm_27DAP	B73	NA	1	17736115	17600317	116282	14600	4916	17600317	0	0	17295814	12001094	11407702	16468591	215609	157797	141979	194834	88894	130882	0	0	105171	85430	77582	95748	25711	9730968	21684094	2146180	170134	88894
BR155	endosperm_27DAP	B73	NA	2	17169716	17057377	90851	16113	5375	17057377	0	0	16764770	11661683	11093300	15976378	200393	149225	132236	178363	92214	106964	0	0	83945	68854	61197	74752	23019	9456125	21272530	2084411	168860	92214
BR156	endosperm_27DAP	B73	NA	3	18730409	18611675	101452	12625	4657	18611675	0	0	18316928	12885195	12269437	17467649	178435	131568	118487	161126	116312	114077	0	0	92558	76613	69092	83608	21519	10641835	22835447	2176366	137859	116312
BR157	endosperm_27DAP	Mo17	NA	1	14649158	14549188	83777	12086	4107	14549188	0	0	13999081	9674943	8991027	13038092	373151	309315	270105	323428	176956	95863	0	0	79747	67518	60049	70836	16116	8140184	17273586	1633898	145550	176956
BR158	endosperm_27DAP	Mo17	NA	2	15811476	15702263	92141	12776	4296	15702263	0	0	15133958	10381973	9643816	14093251	406804	340059	298426	353978	161501	104917	0	0	83546	70862	63257	74368	21371	8761821	18328410	1802435	115155	161501
BR159	endosperm_27DAP	Mo17	NA	3	13053684	12967048	73605	10117	2914	12967048	0	0	12522067	8750126	8091497	11608441	348146	285244	250606	303540	96835	83722	0	0	71422	58760	52386	63636	12300	7220867	14565877	1539226	159850	96835
BR160	endosperm_27DAP	B73xMo17	NA	1	14814247	14719774	79965	12013	2495	14719774	0	0	14398552	10541631	9941825	13593137	236743	193096	172417	210353	84479	91978	0	0	80052	68576	61371	71614	11926	9083736	14814772	1480243	132261	84479
BR161	endosperm_27DAP	B73xMo17	NA	2	14413309	14133430	264283	11376	4220	14133430	0	0	13519779	9567556	9002086	12739829	262094	203146	184229	237658	351557	275659	0	0	119120	96980	89783	110445	156539	8124667	15408152	1513247	102534	351557
BR162	endosperm_27DAP	B73xMo17	NA	3	14883939	14783781	84991	12239	2928	14783781	0	0	14451120	10187504	9601733	13643484	238797	189255	168906	212623	93864	97230	0	0	81832	67585	60822	73764	15398	8561714	16726595	1593305	152533	93864
BR163	endosperm_27DAP	Mo17xB73	NA	1	14936706	14829416	90385	13025	3880	14829416	0	0	14433204	9630541	8959530	13472961	311797	242799	210472	270394	84415	103410	0	0	84978	66724	59771	76212	18432	7749861	18605197	1862298	166001	84415
BR164	endosperm_27DAP	Mo17xB73	NA	2	14553888	14434555	101336	13980	4017	14434555	0	0	14018011	9318266	8667305	13082266	324189	253497	220392	281779	92355	115316	0	0	94496	74569	67255	85232	20820	7539760	18791074	1775121	160479	92355
BR165	endosperm_27DAP	Mo17xB73	NA	3	14840064	14736047	85166	14422	4429	14736047	0	0	14339784	9500981	8833009	13376063	312326	242768	208542	268401	83937	99588	0	0	82202	64896	58025	73529	17386	7558148	19146847	1887589	183873	83937
BR166	coleoptile_tip	B73	NA	1	12267403	12126234	122284	14781	4104	12126234	0	0	11884618	10879351	10358283	11313948	162044	143999	132010	148809	79572	137065	0	0	122956	111042	102265	112999	14109	9759332	7173388	584962	524598	79572
BR167	coleoptile_tip	B73	NA	2	11485549	11384771	82997	13868	3913	11384771	0	0	11204921	10624233	10113682	10666573	120969	109924	99126	109217	58881	96865	0	0	90167	82353	74244	81289	6698	9610292	2645169	568104	461414	58881
BR168	coleoptile_tip	B73	NA	3	12399486	12290630	91604	13974	3278	12290630	0	0	12106714	11270745	10753451	11549779	102115	91231	82604	92617	81801	105578	0	0	96206	87633	79234	86826	9372	10576807	4614797	595079	168199	81801
BR169	coleoptile_tip	Mo17	NA	1	11947303	11849179	81169	13155	3800	11849179	0	0	10951207	10356486	9587738	10108562	694116	642125	580786	621302	203856	94324	0	0	84030	76888	68365	74483	10294	10005628	2966402	607888	311733	203856
BR170	coleoptile_tip	Mo17	NA	2	12242354	12126048	98693	14042	3571	12126048	0	0	11217917	10594278	9790213	10338229	723746	668875	604804	647750	184385	112735	0	0	100444	91768	81912	89349	12291	10273516	3263209	620400	298555	184385
BR171	coleoptile_tip	Mo17	NA	3	13259951	13138932	100456	16087	4476	13138932	0	0	12135946	11384297	10536287	11204046	791840	734650	665647	711107	211146	116543	0	0	102714	93674	83408	91083	13829	10927738	4444261	637817	444649	211146
BR172	coleoptile_tip	B73xMo17	NA	1	12391702	12284694	89537	13566	3905	12284694	0	0	11702372	11050261	10375652	10973595	397489	366432	332007	357023	184833	103103	0	0	94775	86589	77493	84585	8328	10507800	3159610	575460	277824	184833
BR173	coleoptile_tip	B73xMo17	NA	2	12048829	11802713	226358	15353	4405	11802713	0	0	11089825	10484789	9806537	10358683	478223	439730	401549	433519	234665	241711	0	0	181983	166548	155118	169182	59728	9914425	3042499	594735	342269	234665
BR174	coleoptile_tip	B73xMo17	NA	3	12187226	12068545	100698	14273	3710	12068545	0	0	11482059	8826403	8265860	10754373	376611	333693	302631	339180	209875	114971	0	0	85500	73768	66498	76122	29471	8167362	24291404	566309	266672	209875
BR175	radicle_root	B73	NA	1	12295498	12171020	104801	15882	3795	12171020	0	0	11809005	11288952	10712017	11205881	164751	152475	137865	149131	197264	120683	0	0	106566	99320	91007	97599	14117	10108522	2333529	917655	356767	197264
BR176	radicle_root	B73	NA	2	11534982	11416060	101212	14556	3154	11416060	0	0	11201924	10620390	10078201	10629806	144465	132808	120362	131164	69671	115768	0	0	105304	97441	89164	96289	10464	9596050	3028137	763545	331326	69671
BR177	radicle_root	B73	NA	3	10646209	10526034	99848	16389	3938	10526034	0	0	10292384	9770007	9239362	9733082	159351	147222	132657	143796	74299	116237	0	0	103735	96221	87452	94163	12502	8688310	2849988	729771	415946	74299
BR178	radicle_root	Mo17	NA	1	12066875	11965649	82517	14631	4078	11965649	0	0	10868612	10075586	9238031	9943967	879211	816471	735516	784172	217826	97148	0	0	82680	75694	66964	72797	14468	9659731	5574718	765707	359222	217826
BR179	radicle_root	Mo17	NA	2	11661817	11558386	85566	14439	3426	11558386	0	0	10428389	9909959	9051694	9498698	917467	857573	772868	818897	212530	100005	0	0	86178	79864	70565	75893	13827	9559595	2744893	816703	314156	212530
BR180	radicle_root	Mo17	NA	3	10959894	10841662	99332	14890	4010	10841662	0	0	9773687	9268639	8497560	8934476	848322	789282	711961	757869	219653	114222	0	0	96287	88869	79307	85653	17935	8880261	2889650	700984	380069	219653
BR181	radicle_root	B73xMo17	NA	1	13122821	13004621	98721	15346	4133	13004621	0	0	12252439	11691585	10906677	11413165	595418	555376	497927	529316	156764	114067	0	0	103152	95726	85506	91971	10915	10905315	2728634	924354	344086	156764
BR182	radicle_root	B73xMo17	NA	2	12468832	12358623	90578	15864	3767	12358623	0	0	11710830	11143953	10469225	10986352	506038	468512	420977	450611	141755	106442	0	0	95551	87749	78473	85248	10891	10313114	2767628	771606	429564	141755
BR183	radicle_root	B73xMo17	NA	3	11587217	11485773	83939	14329	3176	11485773	0	0	10802526	10279567	9592455	10065829	541686	505895	454378	482391	141561	98268	0	0	87143	80805	72087	77557	11125	9620826	2625087	826321	280067	141561
BR184	embryo_imbibedseed	B73	NA	1	16521544	16009522	428776	54392	28854	16009522	0	0	15759029	13862772	12979737	14751004	134667	115242	106146	123878	115826	483168	0	0	424012	384037	348277	383391	59156	12511206	14994107	1141573	253129	115826
BR242	embryo_imbibedseed	B73	NA	2	18100445	17634613	377009	59839	28984	17634613	0	0	17344458	15471572	14497842	16241309	143055	122648	112354	130784	147100	436848	0	0	389916	350265	313049	347485	46932	13862343	14235494	1290281	331805	147100
BR243	embryo_imbibedseed	B73	NA	3	16539617	16051406	399690	60974	27547	16051406	0	0	15794050	14240243	13329732	14777936	135764	116510	106862	124381	121592	460664	0	0	415182	373722	337364	374061	45482	12831245	11257199	1179314	267471	121592
BR245	embryo_imbibedseed	Mo17	NA	1	15060983	14635237	345155	56045	24546	14635237	0	0	13435805	11440588	10447991	12249860	918525	840449	765353	829018	280907	401200	0	0	328371	294295	262051	290270	72829	10752154	18072692	949958	382958	280907
BR188	embryo_imbibedseed	Mo17	NA	2	19136137	18583167	457502	63147	32321	18583167	0	0	17073011	14450850	13170444	15529167	1189872	1088400	985265	1065389	320284	520649	0	0	428467	385551	343617	378782	92182	13762184	22768357	1319866	311197	320284
BR227	embryo_imbibedseed	Mo17	NA	3	10606785	10249652	302983	36669	17481	10249652	0	0	9449166	6412392	5848878	8643483	528949	479734	439054	479427	271537	339652	0	0	226943	196520	176917	201306	112709	6155461	28647589	569196	109524	271537
BR191	embryo_imbibedseed	B73xMo17	NA	1	12528211	11753391	704953	42918	26949	11753391	0	0	11189117	9853574	9085515	10303865	368535	331690	300969	331020	195739	747871	0	0	509123	459416	424498	468635	238748	9322856	10579498	693640	128390	195739
BR192	embryo_imbibedseed	B73xMo17	NA	2	16939295	16506855	351705	55091	25644	16506855	0	0	15805336	13995615	12962377	14617371	498486	447058	402930	444046	203033	406796	0	0	358365	321522	286978	318183	48431	12908980	14384405	1056796	344904	203033
BR193	seedlingleaf_11DAS	B73	NA	1	12931365	12562955	303719	43491	21200	12562955	0	0	12365438	11397126	10683405	11589706	88917	77995	72637	82792	108600	347210	0	0	328115	290738	262072	295688	19095	10619278	4662716	636622	175308	108600
BR194	seedlingleaf_11DAS	B73	NA	2	12993398	12476399	443456	49503	24040	12476399	0	0	12310037	11412750	10691865	11532207	119506	106271	99147	111549	46856	492959	0	0	469309	418518	386048	432625	23650	10333249	4485672	610255	448319	46856
BR195	seedlingleaf_11DAS	B73	NA	3	12944343	12533704	340748	45503	24388	12533704	0	0	12376107	11500696	10741769	11559084	102371	90578	83955	94908	55226	386251	0	0	369775	329040	296070	332542	16476	10494595	4253514	619704	374669	55226
BR196	seedlingleaf_11DAS	Mo17	NA	1	13154046	12759277	321981	50737	22051	12759277	0	0	11654570	10612142	9675221	10575652	899014	795033	732066	817186	205693	372718	0	0	331334	292917	261959	294653	41384	10344232	6554987	605389	337480	205693
BR197	seedlingleaf_11DAS	Mo17	NA	2	14456660	14047653	331644	52754	24609	14047653	0	0	12890386	12059503	10993512	11694522	954439	850664	781117	865059	202828	384398	0	0	348826	313554	277946	307761	35572	11708481	4659134	674100	407930	202828
BR198	seedlingleaf_11DAS	Mo17	NA	3	12627543	12111783	439975	51645	24140	12111783	0	0	11080880	10028739	9132832	10049376	843087	747841	685353	763024	187816	491620	0	0	436522	385821	351197	394996	55098	9647432	7014821	598698	387266	187816
BR199	seedlingleaf_11DAS	B73xMo17	NA	1	13369929	12922403	374967	47560	24999	12922403	0	0	12301184	11243896	10398070	11348514	500819	440825	405384	455404	120400	422527	0	0	390513	344813	311135	351288	32014	10397820	6415189	616952	502677	120400
BR200	seedlingleaf_11DAS	B73xMo17	NA	2	12269095	11890258	309847	46174	22816	11890258	0	0	11288352	10519146	9725982	10409902	488297	430736	396268	443945	113609	356021	0	0	328046	293018	263339	294042	27975	9844125	3953502	596518	395328	113609
BR201	seedlingleaf_11DAS	B73xMo17	NA	3	16931135	16451260	394212	56709	28954	16451260	0	0	15688635	14204432	13139878	14476794	600001	526582	483109	543094	162624	450921	0	0	414264	363469	324809	369138	36657	13589756	8466101	813193	247914	162624
BR202	seedlingroot_11DAS	B73	NA	1	14286923	13837005	384939	43286	21693	13837005	0	0	13596701	12781332	12070687	12841595	91829	81503	74629	84041	148475	428225	0	0	382170	348324	319384	350292	46055	11773048	4150914	827263	223049	148475
BR203	seedlingroot_11DAS	B73	NA	2	13799806	13493069	247941	40916	17880	13493069	0	0	13294919	12565523	11897725	12589754	76166	66426	60577	68887	121984	288857	0	0	268082	245097	221130	241736	20775	11630037	3296838	817976	161558	121984
BR204	seedlingroot_11DAS	B73	NA	3	12973928	12661827	253455	41398	17248	12661827	0	0	12481984	11797977	11163115	11810845	72303	64100	58355	65900	107540	294853	0	0	267943	244916	221195	241816	26910	10922031	3084485	811160	116834	107540
BR187	embryo_imbibedseed	Mo17	NA	4	12018006	11651375	305664	42343	18624	11651375	0	0	10574664	8639718	7952234	9729414	748336	687423	632740	682830	328375	348007	0	0	261905	234275	210476	233534	86102	8325976	17531122	690255	207962	328375
BR206	seedlingroot_11DAS	Mo17	NA	1	11969669	11569090	347085	36067	17427	11569090	0	0	10471245	9805019	8968881	9541966	727310	652947	580806	637697	370535	383152	0	0	313458	283316	256546	282649	69694	9403275	3659617	831220	163187	370535
BR208	seedlingroot_11DAS	B73xMo17	NA	1	14247885	13919656	265485	43802	18942	13919656	0	0	13248036	12366622	11516551	12321666	454447	415408	373601	404454	217173	309287	0	0	282354	256430	229497	252137	26933	11624617	5166981	887014	216598	217173
BR209	seedlingroot_11DAS	B73xMo17	NA	2	12311137	11773916	475827	38253	23141	11773916	0	0	11189331	10497457	9757075	10387156	389080	356242	321629	347837	195505	514080	0	0	369455	336526	308371	337829	144625	9977361	3881987	670339	167218	195505
BR211	seedlingmeristem_11DAS	B73	NA	1	15300678	14943561	291404	44647	21066	14943561	0	0	14755810	13990047	13239447	13964694	89467	79941	73050	81764	98284	336051	0	0	318141	288637	260663	287312	17910	12924706	3102247	789943	309111	98284
BR212	seedlingmeristem_11DAS	B73	NA	2	13228641	12892735	277538	39607	18761	12892735	0	0	12752809	11998227	11363564	12078262	83301	74246	68231	76617	56625	317145	0	0	300253	271763	246864	272514	16892	11059966	3762736	635270	318286	56625
BR213	seedlingmeristem_11DAS	B73	NA	3	14690786	14301943	320349	45783	22711	14301943	0	0	14140176	13315492	12572576	13351688	96729	86630	79442	88758	65038	366132	0	0	347427	314918	284101	313281	18705	12242456	3984509	802243	303880	65038
BR214	seedlingmeristem_11DAS	Mo17	NA	1	17091762	16707591	306082	54584	23505	16707591	0	0	15650777	14762501	13600378	14377166	848329	774963	700488	756617	208485	360666	0	0	328862	297633	264477	291173	31804	14027818	4646209	925840	467864	208485
BR215	seedlingmeristem_11DAS	Mo17	NA	2	14961784	14610501	283680	45933	21670	14610501	0	0	13684897	12951593	11914560	12549598	748973	682947	615757	665752	176631	329613	0	0	301668	273785	242992	266710	27945	12415281	3514226	827601	313536	176631
BR216	seedlingmeristem_11DAS	Mo17	NA	3	14085672	13755241	268118	42614	19699	13755241	0	0	12911569	12234807	11277842	11864383	682023	623241	561227	605778	161649	310732	0	0	284352	257763	229992	252858	26380	11799369	3089723	780840	224485	161649
BR217	seedlingmeristem_11DAS	B73xMo17	NA	1	15456137	15088536	299282	45180	23139	15088536	0	0	14538729	13793172	12879089	13554226	439070	399678	360987	391864	110737	344462	0	0	323854	293857	263193	289581	20608	12781798	3317833	891684	426801	110737
BR218	seedlingmeristem_11DAS	B73xMo17	NA	2	14791193	14459872	267228	42801	21292	14459872	0	0	13952155	12914957	12080163	13034830	395017	358112	324071	353336	112700	310029	0	0	286201	258096	230643	255062	23828	11991934	6573867	775007	401443	112700
BR219	seedlingmeristem_11DAS	B73xMo17	NA	3	13255400	12905133	284113	43815	22339	12905133	0	0	12438787	11741242	10975352	11611752	372138	338172	306728	333964	94208	327928	0	0	304957	275835	248208	273894	22971	10630708	3821236	681523	614728	94208
