"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX243340","""Zea mays, R134 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395219","Maize","1969.89","1","15650624","3130124800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243339","""Zea mays, R113 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395218","Maize","1376.78","1","10903128","2180625600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243338","""Zea mays, R101 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395217","Maize","1348.51","1","10684207","2136841400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243337","""Zea mays, PHZ51 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395216","Maize","1310.88","1","10548901","2109780200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243336","""Zea mays, PHW17 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395215","Maize","2334.73","1","19525760","3905152000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243335","""Zea mays, PHV63 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395214","Maize","1016.47","1","8481481","1696296200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243334","""Zea mays, PHT77 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395213","Maize","1044.67","1","8177332","1635466400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243333","""Zea mays, PHT55 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395212","Maize","1010.66","1","8089949","1617989800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243332","""Zea mays, PHR36 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395211","Maize","1166.21","1","9086952","1817390400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243331","""Zea mays, PHN11 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395210","Maize","1056.24","1","8261638","1652327600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243330","""Zea mays, PHK76 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395209","Maize","1168.02","1","9420262","1884052400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243329","""Zea mays, PHJ40 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395208","Maize","957.03","1","7493289","1498657800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243328","""Zea mays, PHG80 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395207","Maize","1719.4","1","13394946","2678989200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243327","""Zea mays, PHG72 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395206","Maize","2083.67","1","16548682","3309736400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243326","""Zea mays, PHG50 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395205","Maize","1019.1","1","8302794","1660558800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243325","""Zea mays, PHG47 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395204","Maize","961.88","1","8017184","1603436800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243324","""Zea mays, PHG39 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395203","Maize","1106.14","1","8997000","1799400000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243323","""Zea mays, PHG35 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395202","Maize","1772.08","1","13608930","2721786000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243322","""Zea mays, PHG29 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395201","Maize","955.26","1","8339956","1667991200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243321","""Zea mays, PHB09 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395200","Maize","1262.07","1","9994240","1998848000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243320","""Zea mays, Pa891 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395199","Maize","866.43","1","7101030","1420206000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243319","""Zea mays, Pa880 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395198","Maize","1352.95","1","11039889","2207977800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243318","""Zea mays, Pa778 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395197","Maize","7815.37","1","61454555","12290911000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243317","""Zea mays, Pa762 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395196","Maize","1141.1","1","8887009","1777401800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243316","""Zea mays, Pa468 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395195","Maize","1031.33","1","8255511","1651102200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243315","""Zea mays, Pa405 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395194","Maize","1679.37","1","13562649","2712529800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243314","""Zea mays, Pa392 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395193","Maize","1285.39","1","10175964","2035192800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243313","""Zea mays, P39 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395192","Maize","897.33","1","7423320","1484664000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243312","""Zea mays, Os426 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395191","Maize","1224.56","1","9380461","1876092200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243311","""Zea mays, Os420 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395190","Maize","1127.78","1","9383746","1876749200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243310","""Zea mays, Oh7B RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395189","Maize","1428.39","1","11572147","2314429400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243309","""Zea mays, Oh7 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395188","Maize","1228.18","1","9958509","1991701800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243308","""Zea mays, Oh40B RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395186","Maize","1067.27","1","8709143","1741828600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243307","""Zea mays, OH33 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395185","Maize","1012.99","1","8099134","1619826800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243306","""Zea mays, OC19 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395184","Maize","910.53","1","7335265","1467053000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243305","""Zea mays, NY6371 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395183","Maize","2058.66","1","16133384","3226676800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243304","""Zea mays, NY_159_(Neveh_Yaar) RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395182","Maize","2615.11","1","20361678","4072335600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243303","""Zea mays, NP87 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395181","Maize","2347.19","1","19590767","3918153400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243302","""Zea mays, NO._380 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395180","Maize","1179.6","1","9176843","1835368600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243301","""Zea mays, NKS8324 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395179","Maize","1341.84","1","10496094","2099218800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243300","""Zea mays, NKH8431 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395178","Maize","1228.72","1","9441430","1888286000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243299","""Zea mays, NK740 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395177","Maize","821.7","1","6605566","1321113200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243298","""Zea mays, ND283 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395176","Maize","1085.12","1","8492599","1698519800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243297","""Zea mays, ND265 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395175","Maize","1355.08","1","10915749","2183149800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243296","""Zea mays, ND262 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395174","Maize","2159.8","1","17521942","3504388400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243295","""Zea mays, ND260 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395173","Maize","1035.65","1","8005764","1601152800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243294","""Zea mays, ND251 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395172","Maize","1109.41","1","8639033","1727806600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243293","""Zea mays, ND247 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395171","Maize","681.58","1","5579551","1115910200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243292","""Zea mays, ND246 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395170","Maize","2371.56","1","18521127","3704225400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243291","""Zea mays, ND245 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395169","Maize","1473.15","1","11310507","2262101400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243290","""Zea mays, ND230 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395168","Maize","1323.77","1","10540044","2108008800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243289","""Zea mays, ND167 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395167","Maize","1285.67","1","10338534","2067706800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243288","""Zea mays, ND101 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395166","Maize","943.76","1","7546330","1509266000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243287","""Zea mays, ND1 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395165","Maize","1809.54","1","13928065","2785613000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243286","""Zea mays, NC472 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395164","Maize","1535.24","1","12109189","2421837800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243285","""Zea mays, NC412 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395163","Maize","1228.14","1","10078072","2015614400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243284","""Zea mays, NC358 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395162","Maize","1002.96","1","8189005","1637801000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243283","""Zea mays, NC356 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395161","Maize","1348.25","1","11591412","2318282400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243282","""Zea mays, NC344 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395160","Maize","985.14","1","8400983","1680196600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243281","""Zea mays, NC342 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395159","Maize","1266.44","1","10328707","2065741400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243280","""Zea mays, NC340 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395158","Maize","1298.69","1","10145298","2029059600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243279","""Zea mays, NC318 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395157","Maize","1581.82","1","13084668","2616933600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243278","""Zea mays, NC298 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395156","Maize","682.07","1","5571499","1114299800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243277","""Zea mays, NC264 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395155","Maize","1302.65","1","10316713","2063342600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243276","""Zea mays, NC250 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395154","Maize","1787.57","1","14495030","2899006000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243275","""Zea mays, NC236 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395153","Maize","1211.76","1","9479231","1895846200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243274","""Zea mays, NC232 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395152","Maize","1695.15","1","13454508","2690901600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243273","""Zea mays, NC230 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395151","Maize","999.34","1","8236221","1647244200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243272","""Zea mays, NC222 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395150","Maize","1224.13","1","9769811","1953962200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243271","""Zea mays, NC13 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395149","Maize","652.8","1","5473675","1094735000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243270","""Zea mays, N7A RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395148","Maize","1296.53","1","10308077","2061615400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243269","""Zea mays, N6 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395147","Maize","1535.79","1","12036498","2407299600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243268","""Zea mays, N545 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395146","Maize","1352.33","1","10815390","2163078000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243267","""Zea mays, N542 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395145","Maize","1724.21","1","14427632","2885526400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243266","""Zea mays, N538 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395144","Maize","781.62","1","6508131","1301626200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243265","""Zea mays, N534 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395143","Maize","1411.86","1","11189781","2237956200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243264","""Zea mays, N527 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395142","Maize","2727.8","1","21476439","4295287800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243263","""Zea mays, N501 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395141","Maize","1230.27","1","9762188","1952437600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243262","""Zea mays, N28Ht RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395140","Maize","1514.51","1","12585138","2517027600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243261","""Zea mays, N28E RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395139","Maize","904.43","1","7262581","1452516200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243260","""Zea mays, N28 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395138","Maize","926.9","1","7476058","1495211600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243259","""Zea mays, N218 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395137","Maize","972.42","1","7466082","1493216400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243258","""Zea mays, N217 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395136","Maize","1685.65","1","13111259","2622251800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243257","""Zea mays, N216 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395135","Maize","1369.65","1","10908614","2181722800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243256","""Zea mays, N215 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395134","Maize","1472.2","1","11652093","2330418600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243255","""Zea mays, N209 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395133","Maize","1393.39","1","10999565","2199913000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243254","""Zea mays, N199 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395132","Maize","2220.8","1","17772801","3554560200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243253","""Zea mays, N197 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395131","Maize","1319.59","1","10734008","2146801600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243252","""Zea mays, N193 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395130","Maize","1664.6","1","12791764","2558352800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243251","""Zea mays, Mt42 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395129","Maize","1288.29","1","10482743","2096548600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243250","""Zea mays, MS72 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395128","Maize","1141.14","1","8756227","1751245400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243249","""Zea mays, MS67 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395127","Maize","1289.92","1","10232605","2046521000","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243248","""Zea mays, MS24A RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395126","Maize","690.85","1","5490958","1098191600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243247","""Zea mays, MS226 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395125","Maize","1520.58","1","11963361","2392672200","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX243246","""Zea mays, MS225 RNAseq""","Zea mays subsp. mays","Illumina HiSeq 2000","MSU-BUELL","SRP018753","Zea mays subsp. mays Transcriptome or Gene expression","SRS395124","Maize","1719.53","1","14082929","2816585800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
