"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3364063","Setaria viridis A10 Gene Atlas Plate 19","Setaria viridis","Illumina HiSeq 2500","JGI","SRP124086","Setaria viridis A10 Transcriptome - 035-F02.1 - Highlight","SRS2661865","","1099.23","1","8033150","2426011300","BXHON","OTHER","TRANSCRIPTOMIC","other"
"SRX3364062","Setaria viridis A10 Gene Atlas Plate 19","Setaria viridis","Illumina HiSeq 2500","JGI","SRP124085","Setaria viridis A10 Transcriptome - 035-C09.1 - Highlight","SRS2661864","","2118.74","1","15579397","4704977894","BXHOH","OTHER","TRANSCRIPTOMIC","other"
"SRX3364058","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124141","Physcomitrella patens patens Transcriptome - 077-D02 - Klq","SRS2661922","","1983.95","1","15050195","4545158890","BBTXB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364057","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124139","Physcomitrella patens patens Transcriptome - 071-B01 - cont","SRS2661920","","3308.04","1","25004704","7551420608","BBTXC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364056","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124140","Physcomitrella patens patens Transcriptome - 071-F02 - Ksl_LFY_Ref","SRS2661921","","3288.94","1","24771937","7481124974","BBTXX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364055","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124138","Physcomitrella patens patens Transcriptome - 071-D03 - Klq_KO","SRS2661919","","1824.54","1","14063462","4247165524","BBTXY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364054","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124137","Physcomitrella patens patens Transcriptome - 071-I04 - Klq_KO_Ref","SRS2661918","","2721.53","1","20238944","6112161088","BBTXS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364053","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124136","Physcomitrella patens patens Transcriptome - 077-D05 - Klq_KO_Ref","SRS2661917","","2542.44","1","19351525","5844160550","BBTXP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364052","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124135","Physcomitrella patens patens Transcriptome - 071-D01 - Klq","SRS2661916","","2381.16","1","18259220","5514284440","BBTXA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364051","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124132","Physcomitrella patens patens Transcriptome - 077-C01 - Klq_P_transf10days","SRS2661912","","2196.7","1","16631505","5022714510","BBTXG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364050","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124133","Physcomitrella patens patens Transcriptome - 071-H02 - Ksl","SRS2661914","","2939.35","1","23253327","7022504754","BBTWP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364049","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124131","Physcomitrella patens patens Transcriptome - 077-D06 - Ksl_LFY_Ref","SRS2661913","","2981.92","1","22533237","6805037574","BBTXZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364048","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124134","Physcomitrella patens patens Transcriptome - 071-G03 - Ksl","SRS2661915","","3236.16","1","24214112","7312661824","BBTYA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364047","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124130","Physcomitrella patens patens Transcriptome - 071-D05 - Klq_KO","SRS2661911","","1760.73","1","13953049","4213820798","BBTYN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364046","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124129","Physcomitrella patens patens Transcriptome - 071-G04 - Ksl","SRS2661910","","2626.53","1","19728682","5958061964","BBTYB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364045","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124124","Physcomitrella patens patens Transcriptome - 071-G05 - Ksl","SRS2661905","","2831.9","1","22759551","6873384402","BBTYC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364044","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124122","Physcomitrella patens patens Transcriptome - 071-D04 - Klq_KO","SRS2661903","","2440.75","1","19668993","5940035886","BBTYH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364043","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124128","Physcomitrella patens patens Transcriptome - 071-H06 - Klq_KO","SRS2661909","","1419.62","1","11639604","3515160408","BBTYO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364042","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124123","Physcomitrella patens patens Transcriptome - 071-E03 - Ksl","SRS2661904","","1778.55","1","13720337","4143541774","BBTUO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364041","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124125","Physcomitrella patens patens Transcriptome - 071-H01 - Ksl","SRS2661906","","818.07","1","6695167","2021940434","BBTWN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364040","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124126","Physcomitrella patens patens Transcriptome - 071-H09 - Klq_KO","SRS2661907","","2462.71","1","18414510","5561182020","BBTUG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364039","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124127","Physcomitrella patens patens Transcriptome - 071-F06 - Ksl","SRS2661908","","2924.35","1","23773061","7179464422","BBTUY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364038","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124121","Physcomitrella patens patens Transcriptome - 071-E08 - Ksl","SRS2661902","","3811.75","1","31622701","9550055702","BBTUX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364037","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124120","Physcomitrella patens patens Transcriptome - 071-E04 - Ksl","SRS2661901","","3289.26","1","25798665","7791196830","BBTUP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364036","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124119","Physcomitrella patens patens Transcriptome - 071-C07 - Ksl","SRS2661900","","2337.74","1","17967756","5426262312","BBTWT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364035","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124118","Physcomitrella patens patens Transcriptome - 071-D07 - Klq_KO","SRS2661899","","4124.59","1","31202516","9423159832","BBTUB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364034","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124116","Physcomitrella patens patens Transcriptome - 071-C03 - Ksl","SRS2661897","","3262.88","1","25313294","7644614788","BBTWW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364033","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124117","Physcomitrella patens patens Transcriptome - 071-D06 - Klq_KO","SRS2661898","","1647.08","1","12443469","3757927638","BBTUA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364032","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124115","Physcomitrella patens patens Transcriptome - 077-D03 - Klq_KO","SRS2661896","","1875.85","1","14046175","4241944850","BBTUC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364031","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124114","Physcomitrella patens patens Transcriptome - 071-H07 - Klq_KO","SRS2661895","","1818.76","1","13841653","4180179206","BBTYP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364030","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124112","Physcomitrella patens patens Transcriptome - 071-G01 - Ksl","SRS2661893","","2523.12","1","20250285","6115586070","BBTYG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364029","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124113","Physcomitrella patens patens Transcriptome - 077-D04 - Klq_KO_Ref","SRS2661894","","2692.28","1","20364759","6150157218","BBTXO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364028","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124111","Physcomitrella patens patens Transcriptome - 071-E01 - Klq_KO_Ref","SRS2661892","","2340.57","1","17702895","5346274290","BBTXN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364027","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124110","Physcomitrella patens patens Transcriptome - 071-I06 - Klq","SRS2661891","","2843.59","1","21571236","6514513272","BBTXH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364026","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124107","Physcomitrella patens patens Transcriptome - 071-C06 - Ksl","SRS2661888","","14.75","1","113325","34224150","BBTWS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364025","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124109","Physcomitrella patens patens Transcriptome - 071-C08 - Ksl","SRS2661890","","3578.49","1","27186627","8210361354","BBTWU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364024","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124108","Physcomitrella patens patens Transcriptome - 071-E05 - Ksl","SRS2661889","","2174.58","1","16521453","4989478806","BBTUS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364023","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124106","Physcomitrella patens patens Transcriptome - 071-G09 - Ksl","SRS2661887","","697.66","1","5697255","1720571010","BBTWH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364022","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124105","Physcomitrella patens patens Transcriptome - 071-H08 - Klq_KO","SRS2661886","","3799.8","1","28718755","8673064010","BBTYS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364021","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124103","Physcomitrella patens patens Transcriptome - 071-H05 - Ksl","SRS2661884","","1652.17","1","13235834","3997221868","BBTWG","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364020","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124101","Physcomitrella patens patens Transcriptome - 077-E02 - Klq_KO_Ref","SRS2661882","","3454.99","1","25501985","7701599470","BBTXU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364019","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124104","Physcomitrella patens patens Transcriptome - 077-D09 - Klq_KO","SRS2661885","","1989.04","1","15981669","4826464038","BBTUN","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364018","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124102","Physcomitrella patens patens Transcriptome - 071-I01 - Klq_KO","SRS2661883","","1333.54","1","10762368","3250235136","BBTUH","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364017","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124100","Physcomitrella patens patens Transcriptome - 071-H03 - Ksl","SRS2661881","","874.6","1","7303624","2205694448","BBTWB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364016","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124099","Physcomitrella patens patens Transcriptome - 071-H04 - Ksl","SRS2661880","","1184.68","1","9686755","2925400010","BBTWC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364015","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124098","Physcomitrella patens patens Transcriptome - 071-B04 - BlqA_cont","SRS2661879","","562.09","1","4612252","1392900104","BBTWO","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364014","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124097","Physcomitrella patens patens Transcriptome - 071-F08 - Ksl","SRS2661878","","559.01","1","4697798","1418734996","BBTWA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364013","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124096","Physcomitrella patens patens Transcriptome - 077-E01 - Klq_KO_Ref","SRS2661877","","2410.19","1","18181225","5490729950","BBTXT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364012","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124095","Physcomitrella patens patens Transcriptome - 071-E09 - Ksl_LFY_Ref","SRS2661876","","2500.78","1","18886491","5703720282","BBTXW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364011","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124094","Physcomitrella patens patens Transcriptome - 071-I07 - Bsl","SRS2661875","","785.59","1","6352208","1918366816","BBTUU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364010","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124090","Physcomitrella patens patens Transcriptome - 071-F07 - Ksl","SRS2661871","","2716.71","1","21727429","6561683558","BBTUZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364009","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124092","Physcomitrella patens patens Transcriptome - 071-C05 - Ksl","SRS2661873","","2977.68","1","22658171","6842767642","BBTWY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364008","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124093","Physcomitrella patens patens Transcriptome - 071-C09 - Klq","SRS2661874","","3372.21","1","25257292","7627702184","BBTWZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364007","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124089","Physcomitrella patens patens Transcriptome - 071-E07 - Ksl","SRS2661870","","2910.14","1","23733305","7167458110","BBTUW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364006","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124091","Physcomitrella patens patens Transcriptome - 071-E06 - Ksl","SRS2661872","","2640.24","1","20222799","6107285298","BBTUT","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364005","Physcomitrella patens patens Gene Atlas Plate 19","Physcomitrella patens","Illumina HiSeq 2500","JGI","SRP124088","Physcomitrella patens patens Transcriptome - 071-C04 - Ksl","SRS2661869","","3677.18","1","27459584","8292794368","BBTWX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364001","Setaria viridis A10 Gene Atlas Plate 19","Setaria viridis","Illumina HiSeq 2500","JGI","SRP124086","Setaria viridis A10 Transcriptome - 035-F02.1 - Highlight","SRS2661865","","2854.04","1","21956800","6630953600","BBTYW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3364000","Setaria viridis A10 Gene Atlas Plate 19","Setaria viridis","Illumina HiSeq 2500","JGI","SRP124085","Setaria viridis A10 Transcriptome - 035-C09.1 - Highlight","SRS2661864","","2252.93","1","17042276","5146767352","BBTYU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363999","Setaria viridis A10 Gene Atlas Plate 19","Setaria viridis","Illumina HiSeq 2500","JGI","SRP124084","Setaria viridis A10 Transcriptome - 034-A04.1 - Watered","SRS2661863","","2386.61","1","18339555","5538545610","BBTYX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363993","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124079","Brachypodium distachyon Bd21 - 056-D08.1 - 31day_12lgt_12dk_TC21","SRS2661857","","531.68","1","4404922","1330286444","BBTTA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363992","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124077","Brachypodium distachyon Bd21 - 056-D09.1 - 31day_12lgt_12dk_TC21","SRS2661855","","908.82","1","7446014","2248696228","BBTTB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363991","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124075","Brachypodium distachyon Bd21 - 056-E01.1 - 31day_12lgt_12dk_TC21","SRS2661853","","752.42","1","6123048","1849160496","BBTTC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363981","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124078","Brachypodium distachyon Bd21 - 059-E02.1 - 47day_18lgt_6dark","SRS2661856","","2080.26","1","15386112","4646605824","BXHBY","OTHER","TRANSCRIPTOMIC","other"
"SRX3363980","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124080","Brachypodium distachyon Bd21 - 059-E01.1 - 47day_18lgt_6dark","SRS2661858","","2212.62","1","16085917","4857946934","BXHBX","OTHER","TRANSCRIPTOMIC","other"
"SRX3363979","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124077","Brachypodium distachyon Bd21 - 056-D09.1 - 31day_12lgt_12dk_TC21","SRS2661855","","2097.78","1","15279762","4614488124","BXHBU","OTHER","TRANSCRIPTOMIC","other"
"SRX3363978","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124076","Brachypodium distachyon Bd21 - 059-E03.1 - 47day_18lgt_6dark","SRS2661854","","2010.24","1","14658630","4426906260","BXHBZ","OTHER","TRANSCRIPTOMIC","other"
"SRX3363977","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124075","Brachypodium distachyon Bd21 - 056-E01.1 - 31day_12lgt_12dk_TC21","SRS2661853","","1833.66","1","13481145","4071305790","BXHBW","OTHER","TRANSCRIPTOMIC","other"
"SRX3363976","Brachypodium distachyon Bd21 Gene Atlas Plate 19","Brachypodium distachyon","Illumina HiSeq 2500","JGI","SRP124079","Brachypodium distachyon Bd21 - 056-D08.1 - 31day_12lgt_12dk_TC21","SRS2661857","","1737.07","1","12367589","3735011878","BXHBT","OTHER","TRANSCRIPTOMIC","other"
"SRX3363780","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124068","Brachypodium sylvaticum Ain-1 - Shoot_drought_10h.s3","SRS2661807","","2040.31","1","16385792","4948509184","AZWZX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363779","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124065","Brachypodium sylvaticum Ain-1 - Shoot_drought_24h.s1","SRS2661803","","1765.12","1","14135182","4268824964","AZWZY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363778","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124064","Brachypodium sylvaticum Ain-1 - Shoot_drought_10h.s1","SRS2661804","","2314.2","1","18982859","5732823418","AZWZU","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363777","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124063","Brachypodium sylvaticum Ain-1 - Shoot_drought_10h.s2","SRS2661802","","1777.92","1","14511723","4382540346","AZWZW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363776","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124061","Brachypodium sylvaticum Ain-1 - root_ammonium.s1","SRS2661800","","2815.13","1","23471920","7088519840","AZXCY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363775","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124062","Brachypodium sylvaticum Ain-1 - root_ammonium.s2","SRS2661801","","2529.7","1","21424607","6470231314","AZXCZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363774","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124060","Brachypodium sylvaticum Ain-1 - Shoot_drought_24h.s2","SRS2661799","","1644.48","1","13256781","4003547862","AZWZZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363773","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124056","Brachypodium sylvaticum Ain-1 - shoot_ammonium.s3","SRS2661795","","2299.29","1","18893258","5705763916","AZXCX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363772","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124058","Brachypodium sylvaticum Ain-1 - Shoot_drought_5h.s3","SRS2661796","","2773.3","1","22662409","6844047518","AZWZS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363771","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124059","Brachypodium sylvaticum Ain-1 - root_urea.s1","SRS2661798","","2354.14","1","18647253","5631470406","AZXCP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363770","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124057","Brachypodium sylvaticum Ain-1 - Shoot_drought_24h.s3","SRS2661797","","1672.92","1","13397662","4046093924","AZXAA","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363769","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124054","Brachypodium sylvaticum Ain-1 - Shoot_heat_1h.s2","SRS2661793","","2431.45","1","19588307","5915668714","AZXAC","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363768","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124055","Brachypodium sylvaticum Ain-1 - Shoot_heat_1h.s1","SRS2661794","","1551.26","1","13133948","3966452296","AZXAB","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363767","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124053","Brachypodium sylvaticum Ain-1 - Shoot_CK_10h.s1","SRS2661792","","2422.85","1","19733167","5959416434","AZWXP","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363766","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124052","Brachypodium sylvaticum Ain-1 - Shoot_CK_10h.s2","SRS2661791","","2407.12","1","19971398","6031362196","AZWXS","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363765","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124051","Brachypodium sylvaticum Ain-1 - Shoot_heat_10h.s3","SRS2661790","","1961.21","1","15375152","4643295904","AZXAY","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363764","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124050","Brachypodium sylvaticum Ain-1 - Shoot_heat_10h.s2","SRS2661789","","3689.73","1","27473755","8297074010","AZXAX","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363763","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124048","Brachypodium sylvaticum Ain-1 - Shoot_CK_24h.s2","SRS2661787","","2214.28","1","17954509","5422261718","AZWXW","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX3363762","Brachypodium sylvaticum Gene Atlas Plate 15","Brachypodium sylvaticum","Illumina HiSeq 2500","JGI","SRP124049","Brachypodium sylvaticum Ain-1 - Shoot_heat_24h.s1","SRS2661788","","1377.69","1","11676364","3526261928","AZXAZ","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
