SampleID	Tissue	Genotype	Treatment	Replicate	total	surviving	surviving_f	surviving_r	dropped	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap	Assigned	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Ambiguity	Unassigned_Unmapped
BR103	flagleaf_0DAP	Mo17	NA	1	12454393	12351934	87955	10217	4287	12351934	0	0	12024231	11357167	10735998	11367185	172938	156388	140379	155225	154765	98172	0	0	92444	84385	76794	84134	5728	10321116	2193476	1150448	33078	154765
BR104	flagleaf_0DAP	Mo17	NA	2	11124928	11016585	96170	9533	2640	11016585	0	0	10656954	10024848	9469736	10066492	151897	137315	122862	135899	207734	105703	0	0	99642	90484	82605	90952	6061	9222755	2059478	916571	18117	207734
BR105	flagleaf_0DAP	Mo17	NA	3	9139066	9063499	66638	7263	1666	9063499	0	0	8821204	8311782	7781172	8258398	124098	111733	99146	110126	118197	73901	0	0	70126	63789	57324	63040	3775	7581535	1698691	786601	43416	118197
BR106	flagleaf_0DAP	B73xMo17	NA	1	8237380	8161554	67246	6756	1824	8161554	0	0	7501494	7068574	5922696	6294976	461437	417999	305957	338690	198623	74002	0	0	67098	60686	51839	57338	6904	6587864	1690181	675151	167341	198623
BR107	flagleaf_0DAP	B73xMo17	NA	2	11375396	11265249	98397	9089	2661	11265249	0	0	10404027	9830193	8286512	8779496	598578	541449	395844	438417	262644	107486	0	0	96781	88187	75506	82907	10705	9421896	2038949	880942	45274	262644
BR108	flagleaf_0DAP	B73xMo17	NA	3	8739031	8651672	78225	7158	1976	8651672	0	0	7947775	7475130	6282673	6689411	472037	426604	312983	347257	231860	85383	0	0	77359	69756	59683	66223	8024	6995888	1796037	719646	137678	231860
BR109	root_0DAP	B73	NA	1	12780458	12681574	85918	10756	2210	12681574	0	0	10916545	10384983	7513442	7925870	1307818	1207978	818651	888177	457211	96674	0	0	83330	76151	59070	64894	13344	10300506	2063609	1174905	69257	457211
BR110	root_0DAP	B73	NA	2	11071413	10726484	328056	13780	3093	10726484	0	0	9052771	8611376	6208337	6548491	1239058	1133288	804223	881550	434655	341836	0	0	277211	251142	206542	228467	64625	8518947	1941266	974069	175972	434655
BR111	root_0DAP	B73	NA	3	14352722	14232937	102130	11645	6010	14232937	0	0	12402238	11782135	8573941	9057959	1386477	1277411	866777	943072	444222	113775	0	0	98370	89647	70315	77428	15405	11611806	2387013	1293221	95349	444222
BR112	root_0DAP	Mo17	NA	1	13432400	13337049	81923	9677	3751	13337049	0	0	13015167	12351173	11677876	12306291	158029	142369	126617	139960	163853	91600	0	0	86972	79564	72157	78862	4628	11071180	2159832	1383121	30933	163853
BR113	root_0DAP	Mo17	NA	2	11241291	11148033	80785	9232	3241	11148033	0	0	10900928	10372321	9798006	10297507	145499	131706	116564	128425	101606	90017	0	0	85530	78323	70819	77335	4487	9363745	1746752	1055117	67426	101606
BR114	root_0DAP	Mo17	NA	3	11748397	11657233	79334	9418	2412	11657233	0	0	11388863	10829870	10226241	10754364	139962	126487	112226	123733	128408	88752	0	0	84330	76954	69497	76205	4422	9762482	1807805	1171932	17695	128408
BR115	root_0DAP	B73xMo17	NA	1	12447495	12322988	107455	11660	5392	12322988	0	0	11302725	10776586	9069965	9525122	735411	675399	490506	535312	284852	119115	0	0	106300	96269	82374	91159	12815	9738595	2213594	1137797	441293	284852
BR116	root_0DAP	B73xMo17	NA	2	13501613	13391660	93383	11849	4721	13391660	0	0	12369434	11772864	9928837	10446046	738241	677757	483483	527442	283985	105232	0	0	94641	86255	73189	80395	10591	10868856	2265480	1255303	243751	283985
BR117	root_0DAP	B73xMo17	NA	3	12014758	11917490	84702	9983	2583	11917490	0	0	11043176	10502165	8860725	9330490	643575	588900	421635	461349	230739	94685	0	0	85905	78189	66360	73036	8780	9818154	1986853	1088532	132932	230739
BR130	endosperm_14DAP	B73	NA	1	7971614	7908501	56582	4641	1890	7908501	0	0	7088526	6077046	4521813	5409617	548012	487279	339703	384340	271963	61223	0	0	52134	43739	34638	41763	9089	5968046	3702307	464481	86641	271963
BR131	endosperm_14DAP	B73	NA	2	8354751	8297059	50619	5345	1728	8297059	0	0	7422289	6341117	4711359	5662850	563835	502768	350117	394656	310935	55964	0	0	48576	40849	31859	38313	7388	6263624	3896760	470236	73595	310935
BR132	endosperm_14DAP	B73	NA	3	8106969	8043877	56175	4922	1995	8043877	0	0	7215103	6154176	4589420	5523121	556893	494019	344795	390983	271881	61097	0	0	52194	43680	34621	41861	8903	6019998	3914228	472744	102887	271881
BR133	endosperm_14DAP	Mo17	NA	1	7996705	7944390	45553	4828	1934	7944390	0	0	7618204	6615947	6255432	7205320	107814	90944	81498	96164	218372	50381	0	0	46646	38728	34769	41831	3735	6099432	3353116	508117	70043	218372
BR134	endosperm_14DAP	Mo17	NA	2	7111069	7056236	49e3	4265	1568	7056236	0	0	6776787	5871111	5542483	6399791	107576	90454	81721	96727	171873	53265	0	0	49026	40737	36977	44461	4239	5408465	3036110	437215	81334	171873
BR135	endosperm_14DAP	Mo17	NA	3	7053101	7003061	43961	4382	1697	7003061	0	0	6634125	5769132	5448473	6266920	116572	97907	88876	105428	252364	48343	0	0	44012	36365	32708	39549	4331	5242466	2949985	432248	131924	252364
BR136	endosperm_14DAP	B73xMo17	NA	1	7342993	7293685	43404	4390	1514	7293685	0	0	6537985	5265450	4314060	5468271	332624	287598	202777	236211	423076	47794	0	0	40963	32855	27146	34174	6831	5020132	4618418	411156	84475	423076
BR137	endosperm_14DAP	B73xMo17	NA	2	7408587	7282363	119339	5097	1788	7282363	0	0	6595501	5461621	4473400	5494732	385097	329796	241283	284056	301765	124436	0	0	83760	67500	58102	72777	40676	5188695	4242996	422103	119927	301765
BR138	endosperm_14DAP	B73xMo17	NA	3	8295102	8242013	46692	4797	1600	8242013	0	0	7645098	6012944	4951411	6444431	371669	318116	224431	264931	225246	51489	0	0	45859	35979	29824	38427	5630	5746701	5968664	415090	118372	225246
BR139	endosperm_14DAP	Mo17xB73	NA	1	8353565	8292558	53997	5e3	2010	8292558	0	0	7674303	6318861	5568708	6830385	263006	223478	169532	200748	355249	58997	0	0	51951	41871	36308	45281	7046	5919168	4849698	474425	98700	355249
BR140	endosperm_14DAP	Mo17xB73	NA	2	7429170	7372156	51068	4601	1345	7372156	0	0	6975303	5946908	5231194	6183918	244745	210543	160502	187737	152108	55669	0	0	51118	42126	36619	44570	4551	5558898	3640527	449912	99376	152108
BR141	endosperm_14DAP	Mo17xB73	NA	3	8249827	8188014	53863	5230	2720	8188014	0	0	7552414	6326234	5569724	6708957	258630	222243	167579	196353	376970	59093	0	0	52175	42456	36836	45455	6918	5925060	4293166	496492	86637	376970
BR142	embryo_27DAP	B73	NA	1	7372483	7316640	48902	5040	1901	7316640	0	0	6066262	5530486	3991362	4440964	683627	623365	419304	461373	566751	53942	0	0	43795	39066	29711	33550	10147	5324103	2156579	688030	91964	566751
BR143	embryo_27DAP	B73	NA	2	7042198	6983724	52311	4915	1248	6983724	0	0	5925245	5479804	3940671	4309644	674761	620833	416426	453365	383718	57226	0	0	47939	43338	32898	36670	9287	5385016	1740941	636502	48022	383718
BR144	embryo_27DAP	B73	NA	3	6553609	6498382	49577	4431	1219	6498382	0	0	5343614	4939987	3561525	3893055	629046	573775	388010	426590	525722	54008	0	0	43585	39064	30172	33827	10423	4742008	1676299	625253	96507	525722
BR145	embryo_27DAP	Mo17	NA	1	7077358	7002686	65105	7541	2026	7002686	0	0	6701708	6170530	5862549	6368934	115699	100842	89625	102383	185279	72646	0	0	65226	58047	52397	58888	7420	5308776	2011502	689170	201090	185279
BR146	embryo_27DAP	Mo17	NA	2	7533408	7451111	69532	9773	2992	7451111	0	0	7137434	6535584	6208917	6782228	138710	120145	107138	123339	174967	79305	0	0	69899	61067	55296	63393	9406	5517170	2386717	772039	262803	174967
BR147	embryo_27DAP	Mo17	NA	3	8261322	8162520	85349	9518	3935	8162520	0	0	4236348	3843321	3655103	4029546	275871	238288	223362	258629	3650301	94867	0	0	44459	37950	34457	40516	50408	3360800	1546704	633941	60082	3650301
BR148	embryo_27DAP	B73xMo17	NA	1	7602835	7530655	63428	6675	2077	7530655	0	0	6590660	6091262	5159399	5606524	417236	380504	272498	299147	522759	70103	0	0	56825	50927	43296	48456	13278	5543671	1900960	808543	81678	522759
BR149	embryo_27DAP	B73xMo17	NA	2	8456705	8336995	108693	8211	2806	8336995	0	0	7379970	6866098	5801714	6260439	491021	448576	323008	354367	466004	116904	0	0	93105	83366	72542	81235	23799	6342037	1931006	868146	71622	466004
BR150	embryo_27DAP	B73xMo17	NA	3	8081181	7993598	75450	9412	2721	7993598	0	0	6875917	6354934	5368302	5834803	469001	425761	310307	342729	648680	84862	0	0	67688	59776	50752	57705	17174	5764257	2048962	826922	133133	648680
BR151	embryo_27DAP	Mo17xB73	NA	1	8665419	8562715	91286	8418	3e3	8562715	0	0	7790581	6972926	5953013	6702624	479823	432539	309616	344221	292311	99704	0	0	85151	74005	64154	74075	14553	6390101	3070683	866156	101339	292311
BR152	embryo_27DAP	Mo17xB73	NA	2	8303462	8225271	67846	8012	2333	8225271	0	0	7347391	6576115	5615247	6321679	445354	401952	286409	317993	432526	75858	0	0	62882	54654	46656	53915	12976	6054064	2880755	809000	77505	432526
BR153	embryo_27DAP	Mo17xB73	NA	3	7536997	7449921	76536	8121	2419	7449921	0	0	6366461	5762971	4930422	5482424	403669	364584	264927	293950	679791	84657	0	0	65648	57658	49864	56947	19009	5326737	2264940	690449	75851	679791
BR154	endosperm_27DAP	B73	NA	1	17736115	17600317	116282	14600	4916	17600317	0	0	16243722	10368737	8107744	13532932	835187	671250	432936	559534	521408	130882	0	0	100387	62141	49025	83467	30495	10057751	23602166	494168	313915	521408
BR155	endosperm_27DAP	B73	NA	2	17169716	17057377	90851	16113	5375	17057377	0	0	15682362	9994226	7729279	12967064	830464	670471	420197	541225	544551	106964	0	0	81758	48409	37042	66583	25206	9735135	22541993	444451	325309	544551
BR156	endosperm_27DAP	B73	NA	3	18730409	18611675	101452	12625	4657	18611675	0	0	17072299	11111431	8757013	14259897	825153	681624	434420	539800	714223	114077	0	0	86709	54339	42578	71415	27368	10822234	23369840	541273	306861	714223
BR157	endosperm_27DAP	Mo17	NA	1	14649158	14549188	83777	12086	4107	14549188	0	0	13874322	8406541	7994283	13196602	240907	151264	105819	170951	433959	95863	0	0	82241	46403	41739	73948	13622	7857869	20108998	475225	176232	433959
BR158	endosperm_27DAP	Mo17	NA	2	15811476	15702263	92141	12776	4296	15702263	0	0	15101462	9064278	8615185	14355233	271744	171844	116835	187211	329057	104917	0	0	86528	49295	44517	78040	18389	8588011	22559615	491324	134871	329057
BR159	endosperm_27DAP	Mo17	NA	3	13053684	12967048	73605	10117	2914	12967048	0	0	12519651	7690453	7299580	11890253	246889	153764	113180	179162	200508	83722	0	0	73631	42338	38297	66479	10091	7127023	18059897	431418	174776	200508
BR160	endosperm_27DAP	B73xMo17	NA	1	14814247	14719774	79965	12013	2495	14719774	0	0	13879843	9067628	7648974	12146060	557686	452807	297355	375223	282245	91978	0	0	78783	48960	39981	66528	13195	8810046	18486492	434902	208617	282245
BR161	endosperm_27DAP	B73xMo17	NA	2	14413309	14133430	264283	11376	4220	14133430	0	0	13002301	8176329	6891574	11391481	541034	419309	279759	375025	590095	275659	0	0	116486	69410	59445	102687	159173	7997756	18460827	374306	165632	590095
BR162	endosperm_27DAP	B73xMo17	NA	3	14883939	14783781	84991	12239	2928	14783781	0	0	13937544	8856365	7499664	12256591	543324	431149	285179	369499	302913	97230	0	0	81039	48828	40605	69591	16191	8558329	19806765	393596	233555	302913
BR163	endosperm_27DAP	Mo17xB73	NA	1	14936706	14829416	90385	13025	3880	14829416	0	0	14140765	8474785	7666901	13016539	408201	281507	190235	277972	280450	103410	0	0	86422	48888	42771	76782	16988	8071314	21462990	370272	216067	280450
BR164	endosperm_27DAP	Mo17xB73	NA	2	14553888	14434555	101336	13980	4017	14434555	0	0	13683396	8230488	7425753	12570559	418076	289964	196826	287269	333083	115316	0	0	96128	53965	47330	85741	19188	7829796	20773055	368826	223982	333083
BR165	endosperm_27DAP	Mo17xB73	NA	3	14840064	14736047	85166	14422	4429	14736047	0	0	14004193	8355735	7556870	12887899	409315	282683	188217	277386	322539	99588	0	0	83455	46536	40534	73939	16133	7937840	21480707	366848	217569	322539
BR166	coleoptile_tip	B73	NA	1	12267403	12126234	122284	14781	4104	12126234	0	0	10194722	9638970	7098956	7548419	1135935	1039972	731389	801926	795577	137065	0	0	112642	100748	80333	90290	24423	9275425	2444513	873825	393084	795577
BR167	coleoptile_tip	B73	NA	2	11485549	11384771	82997	13868	3913	11384771	0	0	9951215	9431514	6937330	7354069	1058909	971257	671882	735094	374647	96865	0	0	82807	74369	57975	64940	14058	9092552	2219965	844552	345840	374647
BR168	coleoptile_tip	B73	NA	3	12399486	12290630	91604	13974	3278	12290630	0	0	10602369	10029565	7389763	7850111	1066631	981997	671290	731145	621630	105578	0	0	87926	79272	61824	68864	17652	9963513	2186894	878617	114426	621630
BR169	coleoptile_tip	Mo17	NA	1	11947303	11849179	81169	13155	3800	11849179	0	0	11473568	10869269	10358013	10933741	152056	136895	121672	134543	223555	94324	0	0	87611	79488	71483	78799	6713	9795792	2089962	954263	201607	223555
BR170	coleoptile_tip	Mo17	NA	2	12242354	12126048	98693	14042	3571	12126048	0	0	11692130	11088934	10484218	11055503	190612	172478	147817	162926	243306	112735	0	0	104351	94560	85167	94020	8384	10049425	2078430	972786	188531	243306
BR171	coleoptile_tip	Mo17	NA	3	13259951	13138932	100456	16087	4476	13138932	0	0	12604301	11952284	11381196	12001750	194518	175855	157093	173221	340113	116543	0	0	106807	96570	87018	96252	9736	10733849	2322611	994908	315926	340113
BR172	coleoptile_tip	B73xMo17	NA	1	12391702	12284694	89537	13566	3905	12284694	0	0	11260278	10672384	9056889	9574109	625658	573534	409439	447690	398758	103103	0	0	92247	83684	70372	77719	10856	10118237	2160966	879342	186294	398758
BR173	coleoptile_tip	B73xMo17	NA	2	12048829	11802713	226358	15353	4405	11802713	0	0	10665957	10117648	8555918	9036222	698014	639791	469336	513388	438742	241711	0	0	178132	161466	141547	156432	63579	9529966	2135032	908051	242359	438742
BR174	coleoptile_tip	B73xMo17	NA	3	12187226	12068545	100698	14273	3710	12068545	0	0	8907258	8387126	7103938	7564031	659987	602784	451280	495873	2501300	114971	0	0	79186	71147	60254	67251	35785	7904266	2022597	846774	176696	2501300
BR175	radicle_root	B73	NA	1	12295498	12171020	104801	15882	3795	12171020	0	0	10019405	9541844	6871059	7246395	1494460	1386357	931205	1007527	657155	120683	0	0	96016	86736	68100	75936	24667	9279742	2042155	1318420	238939	657155
BR176	radicle_root	B73	NA	2	11534982	11416060	101212	14556	3154	11416060	0	0	9576733	9106586	6594861	6967684	1301052	1203752	816557	886066	538275	115768	0	0	95067	85995	67661	75186	20701	8889322	1979738	1096527	235584	538275
BR177	radicle_root	B73	NA	3	10646209	10526034	99848	16389	3938	10526034	0	0	8741438	8326254	5997384	6325348	1261978	1167133	794945	863097	522618	116237	0	0	94299	84407	65637	73966	21938	8041381	1841726	1055474	295269	522618
BR178	radicle_root	Mo17	NA	1	12066875	11965649	82517	14631	4078	11965649	0	0	11287187	10744507	10221900	10737918	193485	176821	157495	172176	484977	97148	0	0	86713	79406	71411	77964	10435	9427079	1963971	1162022	263664	484977
BR179	radicle_root	Mo17	NA	2	11661817	11558386	85566	14439	3426	11558386	0	0	11119238	10598998	9988443	10479504	211335	194101	162219	176545	227813	100005	0	0	91458	83663	75001	82045	8547	9280087	1849580	1236132	220359	227813
BR180	radicle_root	Mo17	NA	3	10959894	10841662	99332	14890	4010	10841662	0	0	10412067	9927133	9443820	9904755	184119	168516	149517	163205	245476	114222	0	0	102103	93385	84902	92856	12119	8654499	1780787	1069176	296221	245476
BR181	radicle_root	B73xMo17	NA	1	13122821	13004621	98721	15346	4133	13004621	0	0	11782040	11244327	9490024	9959421	839372	777682	543206	588156	383209	114067	0	0	100706	92393	77415	84534	13361	10336185	2055955	1356849	250495	383209
BR182	radicle_root	B73xMo17	NA	2	12468832	12358623	90578	15864	3767	12358623	0	0	11300203	10751755	9139772	9621875	725809	668239	478450	521073	332611	106442	0	0	93535	84951	71501	78860	12907	9845024	2157197	1135140	336301	332611
BR183	radicle_root	B73xMo17	NA	3	11587217	11485773	83939	14329	3176	11485773	0	0	10364160	9880634	8344490	8766732	754385	698497	487927	528817	367228	98268	0	0	85407	77779	65285	71900	12861	9111344	1838064	1207767	196720	367228
BR184	embryo_imbibedseed	B73	NA	1	16521544	16009522	428776	54392	28854	16009522	0	0	12644506	12003806	8712906	9209391	1533289	1418086	970715	1052275	1831727	483168	0	0	380147	345043	272167	300735	103021	11548113	2809086	1620444	169960	1831727
BR242	embryo_imbibedseed	B73	NA	2	18100445	17634613	377009	59839	28984	17634613	0	0	14407888	13632580	9999258	10607990	1512173	1390046	961555	1048271	1714552	436848	0	0	353085	318599	249472	277308	83763	12949050	3465645	1707260	251742	1714552
BR243	embryo_imbibedseed	B73	NA	3	16539617	16051406	399690	60974	27547	16051406	0	0	13249070	12537415	9170983	9728012	1426130	1309279	906663	990082	1376206	460664	0	0	376797	339976	268719	298707	83867	11967910	3275415	1571255	205087	1376206
BR245	embryo_imbibedseed	Mo17	NA	1	15060983	14635237	345155	56045	24546	14635237	0	0	12693629	12068205	11286258	11872230	273757	247061	229563	253616	1667851	401200	0	0	335623	305762	275201	302196	65577	10446390	2659880	1509269	280980	1667851
BR188	embryo_imbibedseed	Mo17	NA	2	19136137	18583167	457502	63147	32321	18583167	0	0	16169168	15339667	14354835	15132373	260130	233183	213927	237704	2153869	520649	0	0	439122	402067	362864	396352	81527	13326019	3296996	2018637	176365	2153869
BR227	embryo_imbibedseed	Mo17	NA	3	10606785	10249652	302983	36669	17481	10249652	0	0	7130995	6771049	6308444	6643918	133281	119353	107889	120135	2985376	339652	0	0	222579	203867	185462	202486	117073	5947014	0	7906486	1097	6221106
BR191	embryo_imbibedseed	B73xMo17	NA	1	12528211	11753391	704953	42918	26949	11753391	0	0	10006850	9474862	7917738	8375365	563475	514729	370643	406455	1183066	747871	0	0	492013	444696	388350	430008	255858	8860153	2193306	1016454	77558	1183066
BR192	embryo_imbibedseed	B73xMo17	NA	2	16939295	16506855	351705	55091	25644	16506855	0	0	14201646	13420624	11284344	11959278	808365	734298	532327	587183	1496844	406796	0	0	344399	310807	262182	290687	62397	12259183	3216511	1553229	247417	1496844
BR193	seedlingleaf_11DAS	B73	NA	1	12931365	12562955	303719	43491	21200	12562955	0	0	10841126	10110337	7417577	7975976	1187571	1059452	748622	844830	534258	347210	0	0	302753	267134	211535	240293	44457	10077452	3035546	859772	165110	534258
BR194	seedlingleaf_11DAS	B73	NA	2	12993398	12476399	443456	49503	24040	12476399	0	0	10782081	10086285	7400676	7924176	1249737	1117208	799715	900557	444581	492959	0	0	433188	383168	310029	351360	59771	9857941	3155346	826263	387859	444581
BR195	seedlingleaf_11DAS	B73	NA	3	12944343	12533704	340748	45503	24388	12533704	0	0	10856125	10179802	7436613	7945162	1231313	1101750	784940	882808	446266	386251	0	0	340906	302073	239412	270714	45345	9993839	2972176	847773	325749	446266
BR196	seedlingleaf_11DAS	Mo17	NA	1	13154046	12759277	321981	50737	22051	12759277	0	0	12225705	11357453	10628422	11439131	171719	154819	140281	155756	361853	372718	0	0	348562	308087	278749	315487	24156	10274290	3361504	859724	287863	361853
BR197	seedlingleaf_11DAS	Mo17	NA	2	14456660	14047653	331644	52754	24609	14047653	0	0	13641204	12847728	12023809	12766477	175727	159488	144224	159065	230722	384398	0	0	365338	328078	294058	327512	19060	11591852	3048457	970571	349415	230722
BR198	seedlingleaf_11DAS	Mo17	NA	3	12627543	12111783	439975	51645	24140	12111783	0	0	11546800	10698601	10005837	10797178	190916	171657	156990	174765	374067	491620	0	0	459200	404836	373017	423096	32420	9570879	3435495	852810	336531	374067
BR199	seedlingleaf_11DAS	B73xMo17	NA	1	13369929	12922403	374967	47560	24999	12922403	0	0	11755727	10921313	9176191	9893948	734062	658686	491494	550749	432614	422527	0	0	383717	338067	288928	328538	38810	10353583	0	12336075	2796	1638100
BR200	seedlingleaf_11DAS	B73xMo17	NA	2	12269095	11890258	309847	46174	22816	11890258	0	0	10906156	10228578	8593801	9168777	694272	623024	462468	518224	289830	356021	0	0	324943	287265	244528	277378	31078	9629119	0	11627233	2954	1305010
BR201	seedlingleaf_11DAS	B73xMo17	NA	3	16931135	16451260	394212	56709	28954	16451260	0	0	14961848	13814636	11614533	12603135	867118	777298	567944	637166	622294	450921	0	0	406217	356391	301675	344439	44704	13179577	4432071	1131775	204693	622294
BR202	seedlingroot_11DAS	B73	NA	1	14286923	13837005	384939	43286	21693	13837005	0	0	11919147	11271555	8290792	8800507	1231288	1130940	774333	845243	686570	428225	0	0	351484	315727	252440	281953	76741	10907736	2628049	1251894	164956	686570
BR203	seedlingroot_11DAS	B73	NA	2	13799806	13493069	247941	40916	17880	13493069	0	0	11728165	11093987	8169624	8666457	1180731	1085121	735934	802786	584173	288857	0	0	246357	222148	175165	194773	42500	10762693	2499970	1237418	116078	584173
BR204	seedlingroot_11DAS	B73	NA	3	12973928	12661827	253455	41398	17248	12661827	0	0	10940156	10350307	7585002	8046719	1178339	1079767	736010	805059	543332	294853	0	0	245587	220894	173226	193292	49266	10068135	2359537	1217259	87045	543332
BR187	embryo_imbibedseed	Mo17	NA	4	12018006	11651375	305664	42343	18624	11651375	0	0	9655183	9203582	8671029	9096804	179977	162613	149716	165145	1816215	348007	0	0	266400	244183	221567	241880	81607	8069075	1892062	1146822	118988	1816215
BR206	seedlingroot_11DAS	Mo17	NA	1	11969669	11569090	347085	36067	17427	11569090	0	0	11042812	10427621	9824241	10405102	123982	109312	97278	110189	402296	383152	0	0	328009	295512	271168	301176	55143	9146113	2212645	1275798	88333	402296
BR208	seedlingroot_11DAS	B73xMo17	NA	1	14247885	13919656	265485	43802	18942	13919656	0	0	12606885	11958400	10112318	10677141	683848	627999	444973	485692	628923	309287	0	0	275473	248829	210423	233222	33814	11053632	2428441	1335317	142187	628923
BR209	seedlingroot_11DAS	B73xMo17	NA	2	12311137	11773916	475827	38253	23141	11773916	0	0	10689840	10147124	8554107	9025855	587460	539132	383244	418629	496616	514080	0	0	360890	326754	283254	313148	153190	9519138	2044834	1015703	108397	496616
BR211	seedlingmeristem_11DAS	B73	NA	1	15300678	14943561	291404	44647	21066	14943561	0	0	13301198	12575371	9290655	9872390	1204811	1098911	750443	823949	437552	336051	0	0	295309	264435	208939	234087	40742	12163166	2954838	1200224	213155	437552
BR212	seedlingmeristem_11DAS	B73	NA	2	13228641	12892735	277538	39607	18761	12892735	0	0	11455608	10833629	8032435	8533055	1006514	916888	636499	699727	430613	317145	0	0	279790	250479	199319	223226	37355	10457810	2566062	965424	231050	430613
BR213	seedlingmeristem_11DAS	B73	NA	3	14690786	14301943	320349	45783	22711	14301943	0	0	12614270	11924527	8774535	9324258	1191388	1087186	746521	819462	496285	366132	0	0	322097	288706	227429	254495	44035	11520937	2844913	1177522	216838	496285
BR214	seedlingmeristem_11DAS	Mo17	NA	1	17091762	16707591	306082	54584	23505	16707591	0	0	16235501	15391385	14555061	15354085	178038	160130	142386	157075	294052	360666	0	0	339186	306146	275004	304666	21480	13724058	3062300	1440573	303944	294052
BR215	seedlingmeristem_11DAS	Mo17	NA	2	14961784	14610501	283680	45933	21670	14610501	0	0	14266830	13530320	12787165	13483720	141897	127282	112034	123895	201774	329613	0	0	311268	281819	253027	279385	18345	12137220	2597828	1294651	177864	201774
BR216	seedlingmeristem_11DAS	Mo17	NA	3	14085672	13755241	268118	42614	19699	13755241	0	0	13444531	12748764	12061392	12720233	134999	121170	107077	118235	175711	310732	0	0	292834	264477	238439	264003	17898	11514951	2393778	1226062	101879	175711
BR217	seedlingmeristem_11DAS	B73xMo17	NA	1	15456137	15088536	299282	45180	23139	15088536	0	0	14078272	13338220	11285194	11932688	722029	656556	465598	512131	288235	344462	0	0	316834	285442	241133	268012	27628	12221358	2909435	1378356	291674	288235
BR218	seedlingmeristem_11DAS	B73xMo17	NA	2	14791193	14459872	267228	42801	21292	14459872	0	0	13183471	12479612	10582966	11200776	670005	609390	439303	483156	606396	310029	0	0	278890	250840	211896	235815	31139	11512552	2754269	1202714	277732	606396
BR219	seedlingmeristem_11DAS	B73xMo17	NA	3	13255400	12905133	284113	43815	22339	12905133	0	0	11972517	11355609	9623054	10164460	621276	564469	414172	455897	311340	327928	0	0	298994	267644	227589	254754	28934	10237749	2620357	1059837	471829	311340
